,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified
51d7a1d90f370436193cc71c3a3ea125,train,deckard.base.experiment.Experiment,51d7a1d90f370436193cc71c3a3ea125,SMS Spam,cpu,51d7a1d90f370436193cc71c3a3ea125,51d7a1d90f370436193cc71c3a3ea125,k-Logistic,51d7a1d90f370436193cc71c3a3ea125,51d7a1d90f370436193cc71c3a3ea125,0.89,3.799321375260289,cpu,1725665715.9193978,1725665712.616151,3.71101558,0.0371101558,cpu,1725665712.6160698,1725665706.6088922,6.64596431,0.0221532143666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,51d7a1d90f370436193cc71c3a3ea125,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,0.7505356212673407,balanced,False,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.000102412813478,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
53f417b8f3e56841e9c89108a73c305c,train,deckard.base.experiment.Experiment,53f417b8f3e56841e9c89108a73c305c,SMS Spam,cpu,53f417b8f3e56841e9c89108a73c305c,53f417b8f3e56841e9c89108a73c305c,k-Logistic,53f417b8f3e56841e9c89108a73c305c,53f417b8f3e56841e9c89108a73c305c,0.89,3.7993133792859872,cpu,1725665515.9492784,1725665513.9641204,2.02963214,0.0202963214,cpu,1725665513.9640405,1725665509.780775,4.30337838,0.0143445946,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,53f417b8f3e56841e9c89108a73c305c,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,4.3087032467831206,balanced,False,1,1000,Levenshtein,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,9.877357276275126e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
554044eaa2ff9d39aff938a2d215091a,train,deckard.base.experiment.Experiment,554044eaa2ff9d39aff938a2d215091a,SMS Spam,cpu,554044eaa2ff9d39aff938a2d215091a,554044eaa2ff9d39aff938a2d215091a,k-Logistic,554044eaa2ff9d39aff938a2d215091a,554044eaa2ff9d39aff938a2d215091a,0.93,2.4177463315409566,cpu,1725665536.5064683,1725665532.92029,4.03348126,0.0403348126,cpu,1725665532.9201455,1725665526.137437,7.51305132,0.0250435044,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,554044eaa2ff9d39aff938a2d215091a,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,5.671904989664621,balanced,False,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0001321652568175,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
5c98cb6c93114a1d2a36c03d349c3efc,train,deckard.base.experiment.Experiment,5c98cb6c93114a1d2a36c03d349c3efc,SMS Spam,cpu,5c98cb6c93114a1d2a36c03d349c3efc,5c98cb6c93114a1d2a36c03d349c3efc,k-Logistic,5c98cb6c93114a1d2a36c03d349c3efc,5c98cb6c93114a1d2a36c03d349c3efc,0.93,2.4177383355666544,cpu,1725665519.1104505,1725665515.879657,3.56953492,0.0356953492,cpu,1725665515.8795657,1725665509.7710702,6.71072059,0.0223690686333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,5c98cb6c93114a1d2a36c03d349c3efc,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,2.975405351648288,balanced,False,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,8.982390741829004e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
3be3415d118e7a018676d9d6db825a2a,train,deckard.base.experiment.Experiment,3be3415d118e7a018676d9d6db825a2a,SMS Spam,cpu,3be3415d118e7a018676d9d6db825a2a,3be3415d118e7a018676d9d6db825a2a,k-Logistic,3be3415d118e7a018676d9d6db825a2a,3be3415d118e7a018676d9d6db825a2a,0.93,2.4177383355666544,cpu,1725665815.906065,1725665813.5510576,2.45995414,0.0245995414,cpu,1725665813.550964,1725665809.5122774,4.13625466,0.0137875155333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,3be3415d118e7a018676d9d6db825a2a,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,3.4242698560303024,balanced,False,1,1000,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,8.110075936824337e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
60637896fd28f94ec8e52ce154587b9e,train,deckard.base.experiment.Experiment,60637896fd28f94ec8e52ce154587b9e,SMS Spam,cpu,60637896fd28f94ec8e52ce154587b9e,60637896fd28f94ec8e52ce154587b9e,k-Logistic,60637896fd28f94ec8e52ce154587b9e,60637896fd28f94ec8e52ce154587b9e,0.97,1.0361712878216232,cpu,1725665912.9331584,1725665908.4727633,6.560875,0.06560875,cpu,1725665908.472689,1725665900.9050708,10.61618984,0.0353872994666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,60637896fd28f94ec8e52ce154587b9e,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,10.46607866942901,balanced,False,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,6.184417285872557e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
62de78989c5b8f56906fc0d7a6b29e4a,train,deckard.base.experiment.Experiment,62de78989c5b8f56906fc0d7a6b29e4a,SMS Spam,cpu,62de78989c5b8f56906fc0d7a6b29e4a,62de78989c5b8f56906fc0d7a6b29e4a,k-Logistic,62de78989c5b8f56906fc0d7a6b29e4a,62de78989c5b8f56906fc0d7a6b29e4a,0.93,2.4177463315409566,cpu,1725665765.401643,1725665761.9994783,3.78613077,0.0378613077,cpu,1725665761.9994066,1725665756.156571,6.47471624,0.0215823874666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,62de78989c5b8f56906fc0d7a6b29e4a,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,4.048293521481269,balanced,False,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.021719333927014e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
63840f71717ecfe2ea1dca6a4407708d,train,deckard.base.experiment.Experiment,63840f71717ecfe2ea1dca6a4407708d,SMS Spam,cpu,63840f71717ecfe2ea1dca6a4407708d,63840f71717ecfe2ea1dca6a4407708d,k-Logistic,63840f71717ecfe2ea1dca6a4407708d,63840f71717ecfe2ea1dca6a4407708d,0.93,2.4177463315409566,cpu,1725665732.7742724,1725665729.447009,3.72301139,0.0372301139,cpu,1725665729.44692,1725665723.470239,6.60245317,0.0220081772333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,63840f71717ecfe2ea1dca6a4407708d,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,4.667468037900144,balanced,True,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001314227995815,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
63cbf6089ebeca162746f7d55086dc1a,train,deckard.base.experiment.Experiment,63cbf6089ebeca162746f7d55086dc1a,SMS Spam,cpu,63cbf6089ebeca162746f7d55086dc1a,63cbf6089ebeca162746f7d55086dc1a,k-Logistic,63cbf6089ebeca162746f7d55086dc1a,63cbf6089ebeca162746f7d55086dc1a,0.95,1.726954811694139,cpu,1725665834.7985554,1725665831.1035788,5.65434831,0.0565434831,cpu,1725665831.1034925,1725665824.4673276,9.52231852,0.0317410617333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,63cbf6089ebeca162746f7d55086dc1a,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,3.736763014517721,,False,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,9.184944970897336e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
656d2eed17ff7e599c69f4693a36e815,train,deckard.base.experiment.Experiment,656d2eed17ff7e599c69f4693a36e815,SMS Spam,cpu,656d2eed17ff7e599c69f4693a36e815,656d2eed17ff7e599c69f4693a36e815,k-Logistic,656d2eed17ff7e599c69f4693a36e815,656d2eed17ff7e599c69f4693a36e815,0.94,2.072334579668944,cpu,1725665749.0755608,1725665745.615374,3.86427308,0.0386427308,cpu,1725665745.6152778,1725665739.9722996,6.28754914,0.0209584971333333,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,100,300,deckard.base.files.FileConfig,data,a6ce1f61df9a63a03b898d0e0d20cb75,.pkl,sms_spam,656d2eed17ff7e599c69f4693a36e815,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,100,300,label,1.4528980447580542,balanced,False,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002161663247299,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
6596f2b092829dc5e0b5e3a7bc24c5ce,train,deckard.base.experiment.Experiment,6596f2b092829dc5e0b5e3a7bc24c5ce,SMS Spam,cpu,6596f2b092829dc5e0b5e3a7bc24c5ce,6596f2b092829dc5e0b5e3a7bc24c5ce,k-Logistic,6596f2b092829dc5e0b5e3a7bc24c5ce,6596f2b092829dc5e0b5e3a7bc24c5ce,0.93,2.417738335566655,cpu,1725665749.2206576,1725665745.7273643,3.90828926,0.0390828926,cpu,1725665745.7272816,1725665739.97214,6.40491893,0.0213497297666666,raw_data/sms-spam_undersampled_1450.csv,label,1,True,True,100,300,deckard.base.files.FileConfig,data,9b59d529833fe7c360157f4aa5e5c9e5,.pkl,sms_spam,6596f2b092829dc5e0b5e3a7bc24c5ce,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,1,True,True,100,300,label,1.7529998792684167,balanced,False,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002408392204898,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
69426514392623038b2b3069804cefb0,train,deckard.base.experiment.Experiment,69426514392623038b2b3069804cefb0,SMS Spam,cpu,69426514392623038b2b3069804cefb0,69426514392623038b2b3069804cefb0,k-Logistic,69426514392623038b2b3069804cefb0,69426514392623038b2b3069804cefb0,0.95,1.726954811694139,cpu,1725665883.2583065,1725665878.8650565,6.48374875,0.0648374875,cpu,1725665878.8649824,1725665871.2462728,10.69475557,0.0356491852333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,69426514392623038b2b3069804cefb0,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,4.136641108002034,balanced,False,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,8.898202384454684e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
69c51638da56c4c6271c7def2717529c,train,deckard.base.experiment.Experiment,69c51638da56c4c6271c7def2717529c,SMS Spam,cpu,69c51638da56c4c6271c7def2717529c,69c51638da56c4c6271c7def2717529c,k-Logistic,69c51638da56c4c6271c7def2717529c,69c51638da56c4c6271c7def2717529c,0.97,1.0361712878216232,cpu,1725665897.7900796,1725665893.4907053,6.38531493,0.0638531493,cpu,1725665893.4906185,1725665886.042006,10.47474387,0.0349158129,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,100,300,deckard.base.files.FileConfig,data,c281a38ea238075751b8942c26885e35,.pkl,sms_spam,69c51638da56c4c6271c7def2717529c,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,100,300,label,8.13286321367012,balanced,False,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,7.057282040501098e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
