,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,Condensing Method,model.init.distance_matrix,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
6ff97958f575eab8ad2a38a567048c8d,train,deckard.base.experiment.Experiment,6ff97958f575eab8ad2a38a567048c8d,Truthseeker,cpu,6ff97958f575eab8ad2a38a567048c8d,6ff97958f575eab8ad2a38a567048c8d,k-Logistic,6ff97958f575eab8ad2a38a567048c8d,6ff97958f575eab8ad2a38a567048c8d,0.5675,14.93818071028491,cpu,1727408934.7151065,1727408911.0496423,28.8166407,0.07204160175,cpu,1727408911.049561,1727408908.8762915,2.20670819,0.00220670819,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,6ff97958f575eab8ad2a38a567048c8d,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,53.59484775919428,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0005052086488593,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
7037130f319a5f35075a9d3e0ee06142,train,deckard.base.experiment.Experiment,7037130f319a5f35075a9d3e0ee06142,Truthseeker,cpu,7037130f319a5f35075a9d3e0ee06142,7037130f319a5f35075a9d3e0ee06142,k-Logistic,7037130f319a5f35075a9d3e0ee06142,7037130f319a5f35075a9d3e0ee06142,0.5575,15.283622447060552,cpu,1727414341.1761794,1727414317.3000424,29.11786707,0.072794667675,cpu,1727414317.2999582,1727414306.141093,11.18431828,0.01118431828,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7037130f319a5f35075a9d3e0ee06142,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,820.27312576303,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.976344097930653e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
71b49305cc701705ff1902d08833ffdd,train,deckard.base.experiment.Experiment,71b49305cc701705ff1902d08833ffdd,Truthseeker,cpu,71b49305cc701705ff1902d08833ffdd,71b49305cc701705ff1902d08833ffdd,k-Logistic,71b49305cc701705ff1902d08833ffdd,71b49305cc701705ff1902d08833ffdd,0.5675,14.938292653925137,cpu,1727409058.795863,1727409035.9695475,28.02192281,0.070054807025,cpu,1727409035.9694614,1727409035.0869038,0.91661079,0.00091661079,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,71b49305cc701705ff1902d08833ffdd,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,80.73394499976045,,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0038361090581972,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
7213cd365092bb0f2488ddeca4a8476e,train,deckard.base.experiment.Experiment,7213cd365092bb0f2488ddeca4a8476e,Truthseeker,cpu,7213cd365092bb0f2488ddeca4a8476e,7213cd365092bb0f2488ddeca4a8476e,k-Logistic,7213cd365092bb0f2488ddeca4a8476e,7213cd365092bb0f2488ddeca4a8476e,0.5425,15.801658116131978,cpu,1727408889.957954,1727408867.3322914,27.84155795,0.069603894875,cpu,1727408867.3322122,1727408866.7120187,0.64891011,0.00064891011,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7213cd365092bb0f2488ddeca4a8476e,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,11.172086920733909,balanced,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0031594683442464,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
735ee110f882485d8cf4943c032c86c3,train,deckard.base.experiment.Experiment,735ee110f882485d8cf4943c032c86c3,Truthseeker,cpu,735ee110f882485d8cf4943c032c86c3,735ee110f882485d8cf4943c032c86c3,k-Logistic,735ee110f882485d8cf4943c032c86c3,735ee110f882485d8cf4943c032c86c3,0.5525,15.456300337086503,cpu,1727414499.51435,1727414477.5213883,27.19633938,0.06799084845,cpu,1727414477.5212924,1727414466.2775714,11.27749292,0.01127749292,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,735ee110f882485d8cf4943c032c86c3,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,99.27941427023929,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0004045169322005,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
74418183ade4913162dabff8ec239f9e,train,deckard.base.experiment.Experiment,74418183ade4913162dabff8ec239f9e,Truthseeker,cpu,74418183ade4913162dabff8ec239f9e,74418183ade4913162dabff8ec239f9e,k-Logistic,74418183ade4913162dabff8ec239f9e,74418183ade4913162dabff8ec239f9e,0.56,15.197253517143944,cpu,1727414147.3679123,1727414123.8539102,28.7402203,0.07185055075,cpu,1727414123.8538258,1727414111.915009,11.96364529,0.01196364529,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,74418183ade4913162dabff8ec239f9e,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,14.355105206086998,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.3973183297909176e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
75229480479a0ca7f30ba2245aba283b,train,deckard.base.experiment.Experiment,75229480479a0ca7f30ba2245aba283b,Truthseeker,cpu,75229480479a0ca7f30ba2245aba283b,75229480479a0ca7f30ba2245aba283b,k-Logistic,75229480479a0ca7f30ba2245aba283b,75229480479a0ca7f30ba2245aba283b,0.5575,15.2836024571248,cpu,1727414137.3640175,1727414114.0885203,28.3161624,0.070790406,cpu,1727414114.0884252,1727414111.9246504,2.19300479,0.00219300479,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,75229480479a0ca7f30ba2245aba283b,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,86.24994190053653,balanced,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,9.812989825562236e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
5d3702d8991e3507da228d280de6c768,train,deckard.base.experiment.Experiment,5d3702d8991e3507da228d280de6c768,Truthseeker,cpu,5d3702d8991e3507da228d280de6c768,5d3702d8991e3507da228d280de6c768,k-Logistic,5d3702d8991e3507da228d280de6c768,5d3702d8991e3507da228d280de6c768,0.5575,15.283606455111949,cpu,1727414263.8738327,1727414239.77397,29.44180977,0.073604524425,cpu,1727414239.7738855,1727414228.3112934,11.48499598,0.01148499598,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,5d3702d8991e3507da228d280de6c768,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,915.9718112341486,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,True,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001339757062469,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
5d225e0d15a97030d6b3db37775a7113,train,deckard.base.experiment.Experiment,5d225e0d15a97030d6b3db37775a7113,Truthseeker,cpu,5d225e0d15a97030d6b3db37775a7113,5d225e0d15a97030d6b3db37775a7113,k-Logistic,5d225e0d15a97030d6b3db37775a7113,5d225e0d15a97030d6b3db37775a7113,0.5375,15.974379984016588,cpu,1727408893.6697943,1727408869.6494224,29.24403596,0.0731100899,cpu,1727408869.6493297,1727408866.7896168,2.88901505,0.00288901505,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,5d225e0d15a97030d6b3db37775a7113,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,37.60857539180613,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0002652524859887,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
55ac3ec988b51f2b30e65446ad37f079,train,deckard.base.experiment.Experiment,55ac3ec988b51f2b30e65446ad37f079,Truthseeker,cpu,55ac3ec988b51f2b30e65446ad37f079,55ac3ec988b51f2b30e65446ad37f079,k-Logistic,55ac3ec988b51f2b30e65446ad37f079,55ac3ec988b51f2b30e65446ad37f079,0.5575,15.283622447060552,cpu,1727414341.058781,1727414317.4514086,28.78379132,0.0719594783,cpu,1727414317.451325,1727414306.131379,11.34657371,0.01134657371,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,55ac3ec988b51f2b30e65446ad37f079,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,919.0944888131584,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001761056781028,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
558912eeb296b4793c2327a36ad0eb76,train,deckard.base.experiment.Experiment,558912eeb296b4793c2327a36ad0eb76,Truthseeker,cpu,558912eeb296b4793c2327a36ad0eb76,558912eeb296b4793c2327a36ad0eb76,k-Logistic,558912eeb296b4793c2327a36ad0eb76,558912eeb296b4793c2327a36ad0eb76,0.5675,14.938190705252786,cpu,1727414092.6523025,1727414069.714613,27.98605807,0.069965145175,cpu,1727414069.7145278,1727414067.511597,2.2385083,0.0022385083,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,558912eeb296b4793c2327a36ad0eb76,predictions.json,reports/condense/logistic/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,10.580922247073044,balanced,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,False,0.5,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0003306676589523,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
