,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,predictions,exception,data._target_,data.generate.name,data.generate.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.generate.name,model.data.generate.target,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.init._target_,model.init.compressor,model.init.distance_matrix,model.init.k,model.init.m,model.init.method,model.init.metric,model.init.name,model.init.symmetric,model.init.precompute,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
0,0043ae2805dda644313a98f9dc5c25ed,train,deckard.base.experiment.Experiment,0043ae2805dda644313a98f9dc5c25ed,sms_spam,cpu,0043ae2805dda644313a98f9dc5c25ed,0043ae2805dda644313a98f9dc5c25ed,GzipClassifier,0043ae2805dda644313a98f9dc5c25ed,0043ae2805dda644313a98f9dc5c25ed,108.988724161,0.108988724161,1708478000.7716944,1708478103.1406586,cpu,15.802944687,0.015802944687,1708478103.1413443,1708478122.3256156,cpu,0.87,4.49004093170166,sms_spam/reports/train/0043ae2805dda644313a98f9dc5c25ed/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,0043ae2805dda644313a98f9dc5c25ed,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,50,Sum,Levenshtein,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
1,0151810e7ffbf779ebd1b695fa5950c6,train,deckard.base.experiment.Experiment,0151810e7ffbf779ebd1b695fa5950c6,sms_spam,cpu,0151810e7ffbf779ebd1b695fa5950c6,0151810e7ffbf779ebd1b695fa5950c6,GzipClassifier,0151810e7ffbf779ebd1b695fa5950c6,0151810e7ffbf779ebd1b695fa5950c6,150.427309553,0.150427309553,1708476301.5558414,1708476443.5112543,cpu,47.298024496,0.047298024496,1708476268.89921,1708476312.9074647,cpu,0.76,8.289306334778564,sms_spam/reports/train/0151810e7ffbf779ebd1b695fa5950c6/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,0151810e7ffbf779ebd1b695fa5950c6,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,200,Random,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
2,0219f3d00b3a198d9b0146ad001960f3,train,deckard.base.experiment.Experiment,0219f3d00b3a198d9b0146ad001960f3,sms_spam,cpu,0219f3d00b3a198d9b0146ad001960f3,0219f3d00b3a198d9b0146ad001960f3,GzipClassifier,0219f3d00b3a198d9b0146ad001960f3,0219f3d00b3a198d9b0146ad001960f3,112.359254343,0.112359254343,1708478115.553835,1708478223.8167498,cpu,13.75210042,0.01375210042,1708478223.817106,1708478236.5206008,cpu,0.13,30.048735466003414,sms_spam/reports/train/0219f3d00b3a198d9b0146ad001960f3/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,0219f3d00b3a198d9b0146ad001960f3,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,100,SVC,Ratio,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
3,03693c8b234e1fc7326c032b922aa14c,train,deckard.base.experiment.Experiment,03693c8b234e1fc7326c032b922aa14c,sms_spam,cpu,03693c8b234e1fc7326c032b922aa14c,03693c8b234e1fc7326c032b922aa14c,GzipClassifier,03693c8b234e1fc7326c032b922aa14c,03693c8b234e1fc7326c032b922aa14c,428.705738373,0.428705738373,1708480418.6398344,1708480710.6791291,cpu,11.333517901,0.011333517901,1708480710.6794877,1708480720.1431644,cpu,0.87,4.49004093170166,sms_spam/reports/train/03693c8b234e1fc7326c032b922aa14c/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,03693c8b234e1fc7326c032b922aa14c,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,BZ2,,7,50,SVC,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
5,06369185964f1ab6e179b460940693bc,train,deckard.base.experiment.Experiment,06369185964f1ab6e179b460940693bc,sms_spam,cpu,06369185964f1ab6e179b460940693bc,06369185964f1ab6e179b460940693bc,GzipClassifier,06369185964f1ab6e179b460940693bc,06369185964f1ab6e179b460940693bc,149.44689318,0.14944689318,1708478982.9177406,1708479124.406377,cpu,13.622370372,0.013622370372,1708479124.4068732,1708479137.3364246,cpu,0.87,4.49004093170166,sms_spam/reports/train/06369185964f1ab6e179b460940693bc/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,06369185964f1ab6e179b460940693bc,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,20,Medoid,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
7,064850eabe2f05f4c65683ebbafc3a67,train,deckard.base.experiment.Experiment,064850eabe2f05f4c65683ebbafc3a67,sms_spam,cpu,064850eabe2f05f4c65683ebbafc3a67,064850eabe2f05f4c65683ebbafc3a67,GzipClassifier,064850eabe2f05f4c65683ebbafc3a67,064850eabe2f05f4c65683ebbafc3a67,152.441715112,0.152441715112,1708480418.5987928,1708480562.4170842,cpu,29.009010103,0.029009010103,1708480562.4174857,1708480589.549828,cpu,0.87,4.49004093170166,sms_spam/reports/train/064850eabe2f05f4c65683ebbafc3a67/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,064850eabe2f05f4c65683ebbafc3a67,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Pickle,,11,500,Sum,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
9,07d98e6699dd4efcc6b18d5c68086e18,train,deckard.base.experiment.Experiment,07d98e6699dd4efcc6b18d5c68086e18,sms_spam,cpu,07d98e6699dd4efcc6b18d5c68086e18,07d98e6699dd4efcc6b18d5c68086e18,GzipClassifier,07d98e6699dd4efcc6b18d5c68086e18,07d98e6699dd4efcc6b18d5c68086e18,139.645714063,0.139645714063,1708479144.2762475,1708479276.0907755,cpu,7.072576166,0.007072576166,1708479276.0911508,1708479282.8746762,cpu,0.87,4.49004093170166,sms_spam/reports/train/07d98e6699dd4efcc6b18d5c68086e18/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,07d98e6699dd4efcc6b18d5c68086e18,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,20,Medoid,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
12,0d567dfab68eee8e72f065d6b509596f,train,deckard.base.experiment.Experiment,0d567dfab68eee8e72f065d6b509596f,sms_spam,cpu,0d567dfab68eee8e72f065d6b509596f,0d567dfab68eee8e72f065d6b509596f,GzipClassifier,0d567dfab68eee8e72f065d6b509596f,0d567dfab68eee8e72f065d6b509596f,157.364806498,0.157364806498,1708477004.1868443,1708477152.6965623,cpu,11.07043016,0.01107043016,1708477152.696981,1708477163.3115218,cpu,0.87,4.49004093170166,sms_spam/reports/train/0d567dfab68eee8e72f065d6b509596f/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,0d567dfab68eee8e72f065d6b509596f,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,10,Medoid,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
13,0f808e7f918002dff1c9be45a36bbff8,train,deckard.base.experiment.Experiment,0f808e7f918002dff1c9be45a36bbff8,sms_spam,cpu,0f808e7f918002dff1c9be45a36bbff8,0f808e7f918002dff1c9be45a36bbff8,GzipClassifier,0f808e7f918002dff1c9be45a36bbff8,0f808e7f918002dff1c9be45a36bbff8,157.16252921,0.15716252921,1708477165.849941,1708477314.8138433,cpu,63.282408116,0.063282408116,1708477314.8142557,1708477374.2146342,cpu,0.66,11.743183975219727,sms_spam/reports/train/0f808e7f918002dff1c9be45a36bbff8/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,0f808e7f918002dff1c9be45a36bbff8,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,500,Medoid,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
14,106f8fdbc33c477c4a9c065a46d5d187,train,deckard.base.experiment.Experiment,106f8fdbc33c477c4a9c065a46d5d187,sms_spam,cpu,106f8fdbc33c477c4a9c065a46d5d187,106f8fdbc33c477c4a9c065a46d5d187,GzipClassifier,106f8fdbc33c477c4a9c065a46d5d187,106f8fdbc33c477c4a9c065a46d5d187,157.912872663,0.157912872663,1708477152.4948514,1708477301.0524347,cpu,17.521997171,0.017521997171,1708477301.052769,1708477317.7296867,cpu,0.87,4.49004093170166,sms_spam/reports/train/106f8fdbc33c477c4a9c065a46d5d187/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,106f8fdbc33c477c4a9c065a46d5d187,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,50,KNN,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
15,1077edf4534fab7ce1071666d11b1930,train,deckard.base.experiment.Experiment,1077edf4534fab7ce1071666d11b1930,sms_spam,cpu,1077edf4534fab7ce1071666d11b1930,1077edf4534fab7ce1071666d11b1930,GzipClassifier,1077edf4534fab7ce1071666d11b1930,1077edf4534fab7ce1071666d11b1930,156.295308532,0.156295308532,1708474864.9041512,1708475012.0385234,cpu,93.915110249,0.093915110249,1708475012.0386324,1708475099.3433905,cpu,0.85,5.1808164596557615,sms_spam/reports/train/1077edf4534fab7ce1071666d11b1930/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,1077edf4534fab7ce1071666d11b1930,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,500,Medoid,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
16,10d1b984ba1e237394885376705da3c5,train,deckard.base.experiment.Experiment,10d1b984ba1e237394885376705da3c5,sms_spam,cpu,10d1b984ba1e237394885376705da3c5,10d1b984ba1e237394885376705da3c5,GzipClassifier,10d1b984ba1e237394885376705da3c5,10d1b984ba1e237394885376705da3c5,155.756011744,0.155756011744,1708478164.8229263,1708478314.3550615,cpu,6.069572162,0.006069572162,1708478314.3553534,1708478320.374513,cpu,0.87,4.49004093170166,sms_spam/reports/train/10d1b984ba1e237394885376705da3c5/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,10d1b984ba1e237394885376705da3c5,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,10,Medoid,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
17,11490603efe63db314d8bd2e01d77170,train,deckard.base.experiment.Experiment,11490603efe63db314d8bd2e01d77170,sms_spam,cpu,11490603efe63db314d8bd2e01d77170,11490603efe63db314d8bd2e01d77170,GzipClassifier,11490603efe63db314d8bd2e01d77170,11490603efe63db314d8bd2e01d77170,157.751719529,0.157751719529,1708478115.6581025,1708478267.029088,cpu,20.761587383,0.020761587383,1708478267.0292928,1708478285.974876,cpu,0.69,10.707020683288574,sms_spam/reports/train/11490603efe63db314d8bd2e01d77170/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,11490603efe63db314d8bd2e01d77170,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,200,SVC,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
18,1199d6daa84e4ca1158ba5c963aa54aa,train,deckard.base.experiment.Experiment,1199d6daa84e4ca1158ba5c963aa54aa,sms_spam,cpu,1199d6daa84e4ca1158ba5c963aa54aa,1199d6daa84e4ca1158ba5c963aa54aa,GzipClassifier,1199d6daa84e4ca1158ba5c963aa54aa,1199d6daa84e4ca1158ba5c963aa54aa,86.980676908,0.086980676908,1708477802.136066,1708477884.227639,cpu,6.030713483,0.006030713483,1708477884.227738,1708477890.0965197,cpu,0.81,6.562367515563965,sms_spam/reports/train/1199d6daa84e4ca1158ba5c963aa54aa/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,1199d6daa84e4ca1158ba5c963aa54aa,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,10,Sum,Jaro,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
19,1268ce36704d5aa3b0ff15c00d32a202,train,deckard.base.experiment.Experiment,1268ce36704d5aa3b0ff15c00d32a202,sms_spam,cpu,1268ce36704d5aa3b0ff15c00d32a202,1268ce36704d5aa3b0ff15c00d32a202,GzipClassifier,1268ce36704d5aa3b0ff15c00d32a202,1268ce36704d5aa3b0ff15c00d32a202,150.312544563,0.150312544563,1708478177.4276214,1708478321.7598877,cpu,21.005321695,0.021005321695,1708478321.7604258,1708478341.8015509,cpu,0.87,4.49004093170166,sms_spam/reports/train/1268ce36704d5aa3b0ff15c00d32a202/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,1268ce36704d5aa3b0ff15c00d32a202,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,500,SVC,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
20,1278241605cf5b1671bf924b304d2a6f,train,deckard.base.experiment.Experiment,1278241605cf5b1671bf924b304d2a6f,sms_spam,cpu,1278241605cf5b1671bf924b304d2a6f,1278241605cf5b1671bf924b304d2a6f,GzipClassifier,1278241605cf5b1671bf924b304d2a6f,1278241605cf5b1671bf924b304d2a6f,150.317613856,0.150317613856,1708476126.5357862,1708476267.8879862,cpu,30.632358818,0.030632358818,1708476267.8883195,1708476296.161144,cpu,0.85,5.1808164596557615,sms_spam/reports/train/1278241605cf5b1671bf924b304d2a6f/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,1278241605cf5b1671bf924b304d2a6f,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,100,Random,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
21,15751b1d68727e480d23c71e061fb3bb,train,deckard.base.experiment.Experiment,15751b1d68727e480d23c71e061fb3bb,sms_spam,cpu,15751b1d68727e480d23c71e061fb3bb,15751b1d68727e480d23c71e061fb3bb,GzipClassifier,15751b1d68727e480d23c71e061fb3bb,15751b1d68727e480d23c71e061fb3bb,95.553103808,0.095553103808,1708478239.0421348,1708478328.826963,cpu,63.720017628,0.063720017628,1708478328.827278,1708478388.205052,cpu,0.89,3.799265403747559,sms_spam/reports/train/15751b1d68727e480d23c71e061fb3bb/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,15751b1d68727e480d23c71e061fb3bb,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,Medoid,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
23,17988867faf3f529f5d05b1f23e6df2b,train,deckard.base.experiment.Experiment,17988867faf3f529f5d05b1f23e6df2b,sms_spam,cpu,17988867faf3f529f5d05b1f23e6df2b,17988867faf3f529f5d05b1f23e6df2b,GzipClassifier,17988867faf3f529f5d05b1f23e6df2b,17988867faf3f529f5d05b1f23e6df2b,427.139128312,0.427139128312,1708480418.4391117,1708480709.9222682,cpu,9.960672517,0.009960672517,1708480709.923072,1708480719.2687163,cpu,0.87,4.49004093170166,sms_spam/reports/train/17988867faf3f529f5d05b1f23e6df2b/predictions.json,sms_spam/reports/train/17988867faf3f529f5d05b1f23e6df2b/exception.log,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,17988867faf3f529f5d05b1f23e6df2b,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,BZ2,,5,10,Sum,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
26,190b2e3b7ca72588d025d42e9861e183,train,deckard.base.experiment.Experiment,190b2e3b7ca72588d025d42e9861e183,sms_spam,cpu,190b2e3b7ca72588d025d42e9861e183,190b2e3b7ca72588d025d42e9861e183,GzipClassifier,190b2e3b7ca72588d025d42e9861e183,190b2e3b7ca72588d025d42e9861e183,152.402572766,0.152402572766,1708477168.6818297,1708477312.7325785,cpu,8.180128048,0.008180128048,1708477312.7330778,1708477320.610897,cpu,0.72,9.670857391357425,sms_spam/reports/train/190b2e3b7ca72588d025d42e9861e183/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,190b2e3b7ca72588d025d42e9861e183,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,50,SVC,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
30,2153cd7c5070489ee0e706d94fb3af54,train,deckard.base.experiment.Experiment,2153cd7c5070489ee0e706d94fb3af54,sms_spam,cpu,2153cd7c5070489ee0e706d94fb3af54,2153cd7c5070489ee0e706d94fb3af54,GzipClassifier,2153cd7c5070489ee0e706d94fb3af54,2153cd7c5070489ee0e706d94fb3af54,120.698603654,0.120698603654,1708477551.8677568,1708477665.0926912,cpu,32.535678055,0.032535678055,1708477497.4086726,1708477527.52049,cpu,0.89,3.799265403440176,sms_spam/reports/train/2153cd7c5070489ee0e706d94fb3af54/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,2153cd7c5070489ee0e706d94fb3af54,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,100,Medoid,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
31,21a662d298a47bd83bba2c6a99e858ca,train,deckard.base.experiment.Experiment,21a662d298a47bd83bba2c6a99e858ca,sms_spam,cpu,21a662d298a47bd83bba2c6a99e858ca,21a662d298a47bd83bba2c6a99e858ca,GzipClassifier,21a662d298a47bd83bba2c6a99e858ca,21a662d298a47bd83bba2c6a99e858ca,148.344202749,0.148344202749,1708477191.2254376,1708477330.9714208,cpu,25.743024386,0.025743024386,1708477330.9718094,1708477355.551476,cpu,0.87,4.49004093170166,sms_spam/reports/train/21a662d298a47bd83bba2c6a99e858ca/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,21a662d298a47bd83bba2c6a99e858ca,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,100,KNN,Levenshtein,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
