,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.max_iter,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
380,train,deckard.base.experiment.Experiment,f9a0786660ac38c6d121a4b7995e4593,SMS Spam,cpu,f9a0786660ac38c6d121a4b7995e4593,f9a0786660ac38c6d121a4b7995e4593,k-Logistic,f9a0786660ac38c6d121a4b7995e4593,f9a0786660ac38c6d121a4b7995e4593,0.9675,1.1225242257896266,cpu,1727395340.7206624,1727395296.0029492,47.948757,0.1198718925,cpu,1727395296.002858,1727395289.2401862,6.78783876,0.00678783876,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,f9a0786660ac38c6d121a4b7995e4593,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,8.846578477341422,balanced,True,1000.0,l2,saga,6.354345291475256e-05,f9a0786660ac38c6d121a4b7995e4593,,
381,train,deckard.base.experiment.Experiment,fa3b5420619f1b9fef2e445cdca5b302,SMS Spam,cpu,fa3b5420619f1b9fef2e445cdca5b302,fa3b5420619f1b9fef2e445cdca5b302,k-Logistic,fa3b5420619f1b9fef2e445cdca5b302,fa3b5420619f1b9fef2e445cdca5b302,0.97,1.0361772848023498,cpu,1727395340.5679286,1727395295.9836216,47.81319753,0.119532993825,cpu,1727395295.9835334,1727395289.4168694,6.5883778,0.0065883778,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,fa3b5420619f1b9fef2e445cdca5b302,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,14.744517398765488,balanced,True,1000.0,l2,saga,3.688649401180039e-05,fa3b5420619f1b9fef2e445cdca5b302,,
382,train,deckard.base.experiment.Experiment,e21936fcb0831c2df9ae321ee4f7e1c8,SMS Spam,cpu,e21936fcb0831c2df9ae321ee4f7e1c8,e21936fcb0831c2df9ae321ee4f7e1c8,k-Logistic,e21936fcb0831c2df9ae321ee4f7e1c8,e21936fcb0831c2df9ae321ee4f7e1c8,0.94,2.072352570611123,cpu,1727394935.741241,1727394892.9656909,46.24028422,0.11560071055,cpu,1727394892.9655902,1727394891.896134,1.08534072,0.00108534072,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,e21936fcb0831c2df9ae321ee4f7e1c8,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,54.55752541937638,balanced,True,1000.0,l2,saga,0.0055298898782838,e21936fcb0831c2df9ae321ee4f7e1c8,,
383,train,deckard.base.experiment.Experiment,03bc31dd68f9df47682b467fa81d3bb9,SMS Spam,cpu,03bc31dd68f9df47682b467fa81d3bb9,03bc31dd68f9df47682b467fa81d3bb9,k-Logistic,03bc31dd68f9df47682b467fa81d3bb9,03bc31dd68f9df47682b467fa81d3bb9,0.97,1.0361772848023498,cpu,1727395104.374615,1727395061.7906122,45.7353282,0.1143383205,cpu,1727395061.7905204,1727395055.4891407,6.32320698,0.00632320698,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,03bc31dd68f9df47682b467fa81d3bb9,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,40.941551702768,balanced,True,1000.0,l2,saga,0.0008232941693455,03bc31dd68f9df47682b467fa81d3bb9,,
384,train,deckard.base.experiment.Experiment,c5dc0ef2bb37c352e855ee139d57b69f,SMS Spam,cpu,c5dc0ef2bb37c352e855ee139d57b69f,c5dc0ef2bb37c352e855ee139d57b69f,k-Logistic,c5dc0ef2bb37c352e855ee139d57b69f,c5dc0ef2bb37c352e855ee139d57b69f,0.97,1.0361772848023498,cpu,1727395052.2352805,1727395008.2790363,46.93914259,0.117347856475,cpu,1727395008.2789392,1727395001.6750288,6.62473514,0.00662473514,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,c5dc0ef2bb37c352e855ee139d57b69f,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,827.8690171732839,balanced,True,1000.0,l2,saga,0.0005166944611755,c5dc0ef2bb37c352e855ee139d57b69f,,
385,train,deckard.base.experiment.Experiment,c20af693b1fdd026178fb173584aa9da,SMS Spam,cpu,c20af693b1fdd026178fb173584aa9da,c20af693b1fdd026178fb173584aa9da,k-Logistic,c20af693b1fdd026178fb173584aa9da,c20af693b1fdd026178fb173584aa9da,0.925,2.5904562054641134,cpu,1727395394.743796,1727395351.1952937,46.72832466,0.11682081165,cpu,1727395351.195187,1727395344.744975,6.47452673,0.00647452673,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,c20af693b1fdd026178fb173584aa9da,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,Sum,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,7.581514541521371,balanced,True,1000.0,l2,saga,5.185383497630648e-05,c20af693b1fdd026178fb173584aa9da,,
386,train,deckard.base.experiment.Experiment,87d386c4ac2482a23085071394c157f2,SMS Spam,cpu,87d386c4ac2482a23085071394c157f2,87d386c4ac2482a23085071394c157f2,k-Logistic,87d386c4ac2482a23085071394c157f2,87d386c4ac2482a23085071394c157f2,0.9725,0.9498283448214976,cpu,1727395456.9204352,1727395411.8656185,48.18464775,0.120461619375,cpu,1727395411.8647566,1727395402.604553,9.26252051,0.00926252051,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,87d386c4ac2482a23085071394c157f2,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,48.51005102533099,balanced,False,1000.0,l1,saga,3.720067347452709e-05,87d386c4ac2482a23085071394c157f2,,
387,train,deckard.base.experiment.Experiment,882de8d3d35833465c658bff1dc8d1a0,SMS Spam,cpu,882de8d3d35833465c658bff1dc8d1a0,882de8d3d35833465c658bff1dc8d1a0,k-Logistic,882de8d3d35833465c658bff1dc8d1a0,882de8d3d35833465c658bff1dc8d1a0,0.9375,2.1586995115984,cpu,1727394936.840583,1727394892.8225403,47.41972442,0.11854931105,cpu,1727394892.8224463,1727394891.8925996,0.95568919,0.00095568919,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,882de8d3d35833465c658bff1dc8d1a0,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,18.055274555364395,balanced,True,1000.0,l2,saga,0.0059871379986559,882de8d3d35833465c658bff1dc8d1a0,,
388,train,deckard.base.experiment.Experiment,88fa62349b517031ee247146d3a97f36,SMS Spam,cpu,88fa62349b517031ee247146d3a97f36,88fa62349b517031ee247146d3a97f36,k-Logistic,88fa62349b517031ee247146d3a97f36,88fa62349b517031ee247146d3a97f36,0.97,1.0361772848023498,cpu,1727394888.6618,1727394842.9524083,49.26705845,0.123167646125,cpu,1727394842.952158,1727394832.8328612,10.13998651,0.01013998651,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,88fa62349b517031ee247146d3a97f36,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,Hardness,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,13.15254602277714,balanced,True,1000.0,l2,saga,8.401189515748737e-05,88fa62349b517031ee247146d3a97f36,,
389,train,deckard.base.experiment.Experiment,8b3c2f5b1d2dd26c73a2686413e810ed,SMS Spam,cpu,8b3c2f5b1d2dd26c73a2686413e810ed,8b3c2f5b1d2dd26c73a2686413e810ed,k-Logistic,8b3c2f5b1d2dd26c73a2686413e810ed,8b3c2f5b1d2dd26c73a2686413e810ed,0.9725,0.9498283448214976,cpu,1727395454.340511,1727395409.3159597,48.27447863,0.120686196575,cpu,1727395409.3158507,1727395402.5758212,6.76096256,0.00676096256,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,8b3c2f5b1d2dd26c73a2686413e810ed,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,34.655687671505355,balanced,True,1000.0,l2,saga,2.677592461321621e-05,8b3c2f5b1d2dd26c73a2686413e810ed,,
390,train,deckard.base.experiment.Experiment,92417b561858c1148d4c6685c20ec4d4,SMS Spam,cpu,92417b561858c1148d4c6685c20ec4d4,92417b561858c1148d4c6685c20ec4d4,k-Logistic,92417b561858c1148d4c6685c20ec4d4,92417b561858c1148d4c6685c20ec4d4,0.97,1.0361772848023498,cpu,1727394996.9707725,1727394952.7978804,47.63318183,0.119082954575,cpu,1727394952.797768,1727394946.193543,6.62684067,0.00662684067,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,92417b561858c1148d4c6685c20ec4d4,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,296.3289240124479,balanced,False,1000.0,l2,saga,4.8396318112295405e-05,92417b561858c1148d4c6685c20ec4d4,,
391,train,deckard.base.experiment.Experiment,9286459f07160abc8e552ff5075ce111,SMS Spam,cpu,9286459f07160abc8e552ff5075ce111,9286459f07160abc8e552ff5075ce111,k-Logistic,9286459f07160abc8e552ff5075ce111,9286459f07160abc8e552ff5075ce111,0.9675,1.1225242257896266,cpu,1727394640.0209987,1727394596.4097223,47.01208222,0.11753020555,cpu,1727394596.40963,1727394589.9218798,6.51177906,0.00651177906,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,9286459f07160abc8e552ff5075ce111,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,5.119538560373528,balanced,True,1000.0,l2,saga,1.394219481533707e-05,9286459f07160abc8e552ff5075ce111,,
392,train,deckard.base.experiment.Experiment,99efff1004fde5c952d2e918e4e408ef,SMS Spam,cpu,99efff1004fde5c952d2e918e4e408ef,99efff1004fde5c952d2e918e4e408ef,k-Logistic,99efff1004fde5c952d2e918e4e408ef,99efff1004fde5c952d2e918e4e408ef,0.9675,1.1225242257896266,cpu,1727395051.116002,1727395008.2920897,45.84945936,0.1146236484,cpu,1727395008.2919798,1727395001.6780047,6.64080093,0.00664080093,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,99efff1004fde5c952d2e918e4e408ef,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,8.776143550905363,balanced,True,1000.0,l2,saga,0.0001515978261341,99efff1004fde5c952d2e918e4e408ef,,
393,train,deckard.base.experiment.Experiment,9d8838715eea08753a75548d4d39c345,SMS Spam,cpu,9d8838715eea08753a75548d4d39c345,9d8838715eea08753a75548d4d39c345,k-Logistic,9d8838715eea08753a75548d4d39c345,9d8838715eea08753a75548d4d39c345,0.97,1.0361772848023498,cpu,1727394699.6301749,1727394655.4669056,47.90416595,0.119760414875,cpu,1727394655.4668057,1727394648.706854,6.77552168,0.00677552168,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,9d8838715eea08753a75548d4d39c345,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,122.91956844602136,balanced,True,1000.0,l2,saga,0.0004454203796442,9d8838715eea08753a75548d4d39c345,,
394,train,deckard.base.experiment.Experiment,9e7d7393065825a883552fcaf53453c3,SMS Spam,cpu,9e7d7393065825a883552fcaf53453c3,9e7d7393065825a883552fcaf53453c3,k-Logistic,9e7d7393065825a883552fcaf53453c3,9e7d7393065825a883552fcaf53453c3,0.9725,0.9498283448214976,cpu,1727395339.9518397,1727395296.0123775,47.14691594,0.11786728985,cpu,1727395296.0122626,1727395289.244321,6.7889204,0.0067889204,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,9e7d7393065825a883552fcaf53453c3,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,19.1016932407563,balanced,True,1000.0,l2,saga,3.640368604421373e-05,9e7d7393065825a883552fcaf53453c3,,
395,train,deckard.base.experiment.Experiment,a2d39def32e97888695b77e23edb85a9,SMS Spam,cpu,a2d39def32e97888695b77e23edb85a9,a2d39def32e97888695b77e23edb85a9,k-Logistic,a2d39def32e97888695b77e23edb85a9,a2d39def32e97888695b77e23edb85a9,0.9725,0.9498283448214976,cpu,1727395341.3343835,1727395295.828549,48.58340696,0.1214585174,cpu,1727395295.828452,1727395289.2318523,6.62584489,0.00662584489,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,a2d39def32e97888695b77e23edb85a9,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,21.0238134448016,balanced,True,1000.0,l2,saga,4.5432381335789255e-05,a2d39def32e97888695b77e23edb85a9,,
396,train,deckard.base.experiment.Experiment,a513c0b712c9d29c533f767a09b98b05,SMS Spam,cpu,a513c0b712c9d29c533f767a09b98b05,a513c0b712c9d29c533f767a09b98b05,k-Logistic,a513c0b712c9d29c533f767a09b98b05,a513c0b712c9d29c533f767a09b98b05,0.96,1.3815690467386077,cpu,1727395224.9212992,1727395182.7059011,45.31455957,0.113286398925,cpu,1727395182.705809,1727395179.565091,3.1605162,0.0031605162,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,a513c0b712c9d29c533f767a09b98b05,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,674.2397815293986,balanced,True,1000.0,l2,saga,0.0018385913001265,a513c0b712c9d29c533f767a09b98b05,,
397,train,deckard.base.experiment.Experiment,a68110524a7a129aeff30b058ab2e257,SMS Spam,cpu,a68110524a7a129aeff30b058ab2e257,a68110524a7a129aeff30b058ab2e257,k-Logistic,a68110524a7a129aeff30b058ab2e257,a68110524a7a129aeff30b058ab2e257,0.97,1.0361772848023498,cpu,1727394641.0983307,1727394596.7831278,47.6253822,0.1190634555,cpu,1727394596.7830248,1727394589.92188,6.88771659,0.00688771659,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,a68110524a7a129aeff30b058ab2e257,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,119.45844324327769,balanced,True,1000.0,l2,saga,0.0003098966727666,a68110524a7a129aeff30b058ab2e257,,
398,train,deckard.base.experiment.Experiment,a7b19c15833b02ee7f0e5e0b9cffeb4a,SMS Spam,cpu,a7b19c15833b02ee7f0e5e0b9cffeb4a,a7b19c15833b02ee7f0e5e0b9cffeb4a,k-Logistic,a7b19c15833b02ee7f0e5e0b9cffeb4a,a7b19c15833b02ee7f0e5e0b9cffeb4a,0.955,1.5542649277067364,cpu,1727395225.6050313,1727395181.5520203,47.51634856,0.1187908714,cpu,1727395181.5519204,1727395179.606081,1.96478369,0.00196478369,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,a7b19c15833b02ee7f0e5e0b9cffeb4a,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,456.5355791036107,balanced,True,1000.0,l2,saga,0.0032760501845934,a7b19c15833b02ee7f0e5e0b9cffeb4a,,
399,train,deckard.base.experiment.Experiment,c4b96d56cb860d421a0184652aaad956,SMS Spam,cpu,c4b96d56cb860d421a0184652aaad956,c4b96d56cb860d421a0184652aaad956,k-Logistic,c4b96d56cb860d421a0184652aaad956,c4b96d56cb860d421a0184652aaad956,0.9575,1.4679159877258845,cpu,1727395224.4907334,1727395182.1204083,45.45651394,0.11364128485,cpu,1727395182.1203196,1727395179.5679832,2.58115655,0.00258115655,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,c4b96d56cb860d421a0184652aaad956,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,974.021705461959,balanced,True,1000.0,l2,saga,0.0024085478496387,c4b96d56cb860d421a0184652aaad956,,
400,train,deckard.base.experiment.Experiment,a8317337e9b3f544080e8e4b5f272d98,SMS Spam,cpu,a8317337e9b3f544080e8e4b5f272d98,a8317337e9b3f544080e8e4b5f272d98,k-Logistic,a8317337e9b3f544080e8e4b5f272d98,a8317337e9b3f544080e8e4b5f272d98,0.9725,0.9498283448214976,cpu,1727394764.2741764,1727394720.152939,47.67631091,0.119190777275,cpu,1727394720.1528006,1727394713.2768033,6.89608744,0.00689608744,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,a8317337e9b3f544080e8e4b5f272d98,predictions.json,reports/condense/logistic/gzip/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,,0.9,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,19.50870147209877,balanced,True,1000.0,l2,saga,0.0005931013609345,a8317337e9b3f544080e8e4b5f272d98,,
