,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,Condensing Method,model.init.distance_matrix,model.init.gamma,model.init.kernel,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
d9ae251bef05b0e70a9c8806da19b8d8,train,deckard.base.experiment.Experiment,d9ae251bef05b0e70a9c8806da19b8d8,SMS Spam,cpu,d9ae251bef05b0e70a9c8806da19b8d8,d9ae251bef05b0e70a9c8806da19b8d8,k-SVC,d9ae251bef05b0e70a9c8806da19b8d8,d9ae251bef05b0e70a9c8806da19b8d8,0.115,30.56716893236524,cpu,1727380561.0266712,1727380539.0143352,26.30486705,0.065762167625,cpu,1727380539.0142486,1727380538.808255,0.23381343,0.00023381343,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,d9ae251bef05b0e70a9c8806da19b8d8,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,12.64544786232428,balanced,Random,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,precomputed,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
d0ffd93cf8ad75c9eed55d49e0bc5069,train,deckard.base.experiment.Experiment,d0ffd93cf8ad75c9eed55d49e0bc5069,SMS Spam,cpu,d0ffd93cf8ad75c9eed55d49e0bc5069,d0ffd93cf8ad75c9eed55d49e0bc5069,k-SVC,d0ffd93cf8ad75c9eed55d49e0bc5069,d0ffd93cf8ad75c9eed55d49e0bc5069,0.845,5.353618286864232,cpu,1727380591.5248995,1727380570.6932125,24.85337277,0.062133431925,cpu,1727380570.693109,1727380570.4169245,0.2967372,0.0002967372,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,d0ffd93cf8ad75c9eed55d49e0bc5069,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,993.8819026580252,balanced,Sum,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
da4d287f6487aecd196344a5b0c2a4b4,train,deckard.base.experiment.Experiment,da4d287f6487aecd196344a5b0c2a4b4,SMS Spam,cpu,da4d287f6487aecd196344a5b0c2a4b4,da4d287f6487aecd196344a5b0c2a4b4,k-SVC,da4d287f6487aecd196344a5b0c2a4b4,da4d287f6487aecd196344a5b0c2a4b4,0.85,5.180900416966774,cpu,1727380714.4851944,1727380690.822426,27.87280225,0.069682005625,cpu,1727380690.822319,1727380690.5607357,0.28629889,0.00028629889,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,da4d287f6487aecd196344a5b0c2a4b4,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,1.8338001439502165,,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
dac56ac5609ae8cf63206a11c28970e4,train,deckard.base.experiment.Experiment,dac56ac5609ae8cf63206a11c28970e4,SMS Spam,cpu,dac56ac5609ae8cf63206a11c28970e4,dac56ac5609ae8cf63206a11c28970e4,k-SVC,dac56ac5609ae8cf63206a11c28970e4,dac56ac5609ae8cf63206a11c28970e4,0.9725,0.9498243468343468,cpu,1727380685.5774891,1727380661.5613952,28.32548296,0.0708137074,cpu,1727380661.561285,1727380661.321133,0.26436931,0.00026436931,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,dac56ac5609ae8cf63206a11c28970e4,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,13.537512849404362,,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
db9953129a44ef55b080c2f7b7233ec3,train,deckard.base.experiment.Experiment,db9953129a44ef55b080c2f7b7233ec3,SMS Spam,cpu,db9953129a44ef55b080c2f7b7233ec3,db9953129a44ef55b080c2f7b7233ec3,k-SVC,db9953129a44ef55b080c2f7b7233ec3,db9953129a44ef55b080c2f7b7233ec3,0.93,2.4177383355666544,cpu,1727380382.893232,1727380361.2739284,25.7215242,0.0643038105,cpu,1727380361.2738104,1727380360.6918633,0.6075833,0.0006075833,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,db9953129a44ef55b080c2f7b7233ec3,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,44.53199291854191,,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
df62b7f799fbd4f6b4274a87b75440d7,train,deckard.base.experiment.Experiment,df62b7f799fbd4f6b4274a87b75440d7,SMS Spam,cpu,df62b7f799fbd4f6b4274a87b75440d7,df62b7f799fbd4f6b4274a87b75440d7,k-SVC,df62b7f799fbd4f6b4274a87b75440d7,df62b7f799fbd4f6b4274a87b75440d7,0.9725,0.9498243468343468,cpu,1727380740.6811488,1727380718.077981,26.82913495,0.067072837375,cpu,1727380718.0778766,1727380717.8548095,0.25153507,0.00025153507,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,df62b7f799fbd4f6b4274a87b75440d7,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,849.9614718018884,,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
df775e14b7d8b45664693300769cd3b7,train,deckard.base.experiment.Experiment,df775e14b7d8b45664693300769cd3b7,SMS Spam,cpu,df775e14b7d8b45664693300769cd3b7,df775e14b7d8b45664693300769cd3b7,k-SVC,df775e14b7d8b45664693300769cd3b7,df775e14b7d8b45664693300769cd3b7,0.9725,0.9498243468343468,cpu,1727392214.1574523,1727392186.4847732,27.75470724,0.0693867681,cpu,1727392186.484669,1727392186.245186,0.26894547,0.00026894547,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,df775e14b7d8b45664693300769cd3b7,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,36.16918996219441,balanced,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
dfd7695794d4feb569e1b28285309dfa,train,deckard.base.experiment.Experiment,dfd7695794d4feb569e1b28285309dfa,SMS Spam,cpu,dfd7695794d4feb569e1b28285309dfa,dfd7695794d4feb569e1b28285309dfa,k-SVC,dfd7695794d4feb569e1b28285309dfa,dfd7695794d4feb569e1b28285309dfa,0.1225,30.308120113429105,cpu,1727392288.8653555,1727392261.157433,28.05992448,0.0701498112,cpu,1727392261.1573207,1727392260.8876922,0.29126671,0.00029126671,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,dfd7695794d4feb569e1b28285309dfa,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,15.863420474738716,balanced,SVC,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,precomputed,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
dfd7f256fa65094e3d5582d8998a26d3,train,deckard.base.experiment.Experiment,dfd7f256fa65094e3d5582d8998a26d3,SMS Spam,cpu,dfd7f256fa65094e3d5582d8998a26d3,dfd7f256fa65094e3d5582d8998a26d3,k-SVC,dfd7f256fa65094e3d5582d8998a26d3,dfd7f256fa65094e3d5582d8998a26d3,0.955,1.5542629287131609,cpu,1727392395.3669982,1727392367.9164207,27.61224357,0.069030608925,cpu,1727392367.9163313,1727392367.3521934,0.5839951,0.0005839951,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,dfd7f256fa65094e3d5582d8998a26d3,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,5.483698676543781,balanced,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
e079c1a1676ab34ffdca60ec90c781e9,train,deckard.base.experiment.Experiment,e079c1a1676ab34ffdca60ec90c781e9,SMS Spam,cpu,e079c1a1676ab34ffdca60ec90c781e9,e079c1a1676ab34ffdca60ec90c781e9,k-SVC,e079c1a1676ab34ffdca60ec90c781e9,e079c1a1676ab34ffdca60ec90c781e9,0.915,2.935825978471041,cpu,1727380455.3009462,1727380433.6164978,25.92478593,0.064811964825,cpu,1727380433.6164026,1727380430.3028138,3.34268706,0.00334268706,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,e079c1a1676ab34ffdca60ec90c781e9,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,0.379199915445541,,KNN,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
e10846619ae69d93e3f8f782bd1c83da,train,deckard.base.experiment.Experiment,e10846619ae69d93e3f8f782bd1c83da,SMS Spam,cpu,e10846619ae69d93e3f8f782bd1c83da,e10846619ae69d93e3f8f782bd1c83da,k-SVC,e10846619ae69d93e3f8f782bd1c83da,e10846619ae69d93e3f8f782bd1c83da,0.96,1.3815610507643057,cpu,1727380489.6892984,1727380466.7317789,27.20507691,0.068012692275,cpu,1727380466.7316835,1727380466.4907134,0.26430531,0.00026430531,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,e10846619ae69d93e3f8f782bd1c83da,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,295.75078800939264,,Random,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.5,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
