,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
cf1ebc4d6b3cb3dfd9ba915fe0268ab4,train,deckard.base.experiment.Experiment,cf1ebc4d6b3cb3dfd9ba915fe0268ab4,SMS Spam,cpu,cf1ebc4d6b3cb3dfd9ba915fe0268ab4,cf1ebc4d6b3cb3dfd9ba915fe0268ab4,k-KNN,cf1ebc4d6b3cb3dfd9ba915fe0268ab4,cf1ebc4d6b3cb3dfd9ba915fe0268ab4,0.3725,21.673276090183272,cpu,1726261313.965864,1726261285.1628318,29.86119156,0.0746529789,cpu,1726261285.1621468,1726261248.6354966,37.60947997,0.03760947997,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,cf1ebc4d6b3cb3dfd9ba915fe0268ab4,predictions.json,reports/condense/knn/jaro/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/jaro/symmetry_true/modified_true/1000-400-0.npz,3,1.0,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
9570d1b27211548ee262ffc08fb895c9,train,deckard.base.experiment.Experiment,9570d1b27211548ee262ffc08fb895c9,SMS Spam,cpu,9570d1b27211548ee262ffc08fb895c9,9570d1b27211548ee262ffc08fb895c9,k-KNN,9570d1b27211548ee262ffc08fb895c9,9570d1b27211548ee262ffc08fb895c9,0.3725,21.673276090183272,cpu,1726261414.2416358,1726261385.0566792,30.27102938,0.07567757345,cpu,1726261385.0557728,1726261348.5316122,37.54384071,0.03754384071,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,9570d1b27211548ee262ffc08fb895c9,predictions.json,reports/condense/knn/jaro_winkler/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/jaro_winkler/symmetry_true/modified_true/1000-400-0.npz,3,1.0,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
430189800465a591014fc1f98e32c287,train,deckard.base.experiment.Experiment,430189800465a591014fc1f98e32c287,SMS Spam,cpu,430189800465a591014fc1f98e32c287,430189800465a591014fc1f98e32c287,k-KNN,430189800465a591014fc1f98e32c287,430189800465a591014fc1f98e32c287,0.895,3.626577518446348,cpu,1726261014.5079772,1726260986.174046,29.31647057,0.073291176425,cpu,1726260986.1731582,1726260949.4789732,38.02780328,0.03802780328,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,430189800465a591014fc1f98e32c287,predictions.json,reports/condense/knn/levenshtein/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/levenshtein/symmetry_true/modified_true/1000-400-0.npz,3,1.0,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
5e95e67a0a5cbf827ed51df86c389abf,train,deckard.base.experiment.Experiment,5e95e67a0a5cbf827ed51df86c389abf,SMS Spam,cpu,5e95e67a0a5cbf827ed51df86c389abf,5e95e67a0a5cbf827ed51df86c389abf,k-KNN,5e95e67a0a5cbf827ed51df86c389abf,5e95e67a0a5cbf827ed51df86c389abf,0.925,2.590444211502661,cpu,1726260553.5164127,1726260043.882736,552.47775976,1.3811943994,cpu,1726260043.8818028,1726259407.9034195,688.16996713,0.68816996713,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,5e95e67a0a5cbf827ed51df86c389abf,predictions.json,reports/condense/knn/lzma/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,1.0,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
2515f042ee46b00209e2b8ce1753fbb7,train,deckard.base.experiment.Experiment,2515f042ee46b00209e2b8ce1753fbb7,SMS Spam,cpu,2515f042ee46b00209e2b8ce1753fbb7,2515f042ee46b00209e2b8ce1753fbb7,k-KNN,2515f042ee46b00209e2b8ce1753fbb7,2515f042ee46b00209e2b8ce1753fbb7,0.4925,17.528441014378625,cpu,1726261114.789475,1726261085.4404695,30.69892878,0.07674732195,cpu,1726261085.43975,1726261049.868232,36.70851,0.03670851,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,2515f042ee46b00209e2b8ce1753fbb7,predictions.json,reports/condense/knn/ratio/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/ratio/symmetry_true/modified_true/1000-400-0.npz,3,1.0,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
722079f2ca753f403a866c62b2a49bb0,train,deckard.base.experiment.Experiment,722079f2ca753f403a866c62b2a49bb0,SMS Spam,cpu,722079f2ca753f403a866c62b2a49bb0,722079f2ca753f403a866c62b2a49bb0,k-KNN,722079f2ca753f403a866c62b2a49bb0,722079f2ca753f403a866c62b2a49bb0,0.945,1.8996446956815412,cpu,1727391919.728106,1727391902.3742173,15.94568748,0.0398642187,cpu,1727391902.3741288,1727391901.8490765,0.55455288,0.00055455288,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,722079f2ca753f403a866c62b2a49bb0,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,NearMiss,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
b4acf0171e203ce06667a00d0098d352,train,deckard.base.experiment.Experiment,b4acf0171e203ce06667a00d0098d352,SMS Spam,cpu,b4acf0171e203ce06667a00d0098d352,b4acf0171e203ce06667a00d0098d352,k-KNN,b4acf0171e203ce06667a00d0098d352,b4acf0171e203ce06667a00d0098d352,0.4925,17.528441014378625,cpu,1726261813.849212,1726261648.8183966,167.95477997,0.419886949925,cpu,1726261648.8171225,1726261449.284455,202.85627888,0.20285627888,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,b4acf0171e203ce06667a00d0098d352,predictions.json,reports/condense/knn/seqratio/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/seqratio/symmetry_true/modified_true/1000-400-0.npz,3,1.0,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
70109bd7d6b1456b5d7a80db21484114,train,deckard.base.experiment.Experiment,70109bd7d6b1456b5d7a80db21484114,SMS Spam,cpu,70109bd7d6b1456b5d7a80db21484114,70109bd7d6b1456b5d7a80db21484114,k-KNN,70109bd7d6b1456b5d7a80db21484114,70109bd7d6b1456b5d7a80db21484114,0.9275,2.504085276553931,cpu,1727392041.3694806,1727392022.7300923,17.35101591,0.043377539775,cpu,1727392022.7299962,1727392022.465622,0.28546411,0.00028546411,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,70109bd7d6b1456b5d7a80db21484114,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Medoid,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
343a62fce8e9182a678d7c33a8b92b6b,train,deckard.base.experiment.Experiment,343a62fce8e9182a678d7c33a8b92b6b,SMS Spam,cpu,343a62fce8e9182a678d7c33a8b92b6b,343a62fce8e9182a678d7c33a8b92b6b,k-KNN,343a62fce8e9182a678d7c33a8b92b6b,343a62fce8e9182a678d7c33a8b92b6b,0.92,2.763136094483639,cpu,1727392041.6443803,1727392022.7026114,17.58065686,0.04395164215,cpu,1727392022.7025142,1727392022.46375,0.26987194,0.00026987194,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,343a62fce8e9182a678d7c33a8b92b6b,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Sum,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
0057cb303c01b01c0970436edf06fb37,train,deckard.base.experiment.Experiment,0057cb303c01b01c0970436edf06fb37,SMS Spam,cpu,0057cb303c01b01c0970436edf06fb37,0057cb303c01b01c0970436edf06fb37,k-KNN,0057cb303c01b01c0970436edf06fb37,0057cb303c01b01c0970436edf06fb37,0.9025,3.367576675356028,cpu,1727381889.8412297,1727381879.8350625,11.67634781,0.029190869525,cpu,1727381879.8349683,1727381879.6415205,0.22223113,0.00022223113,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,0057cb303c01b01c0970436edf06fb37,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Sum,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
0333a2d19708dbd25b9725a292175df9,train,deckard.base.experiment.Experiment,0333a2d19708dbd25b9725a292175df9,SMS Spam,cpu,0333a2d19708dbd25b9725a292175df9,0333a2d19708dbd25b9725a292175df9,k-KNN,0333a2d19708dbd25b9725a292175df9,0333a2d19708dbd25b9725a292175df9,0.9325,2.3313873965922265,cpu,1727381992.1817777,1727381982.2402542,11.64342706,0.02910856765,cpu,1727381982.2401662,1727381978.2805712,3.98317272,0.00398317272,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,0333a2d19708dbd25b9725a292175df9,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Hardness,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
42f06669706df408c363c8038b5d167d,train,deckard.base.experiment.Experiment,42f06669706df408c363c8038b5d167d,SMS Spam,cpu,42f06669706df408c363c8038b5d167d,42f06669706df408c363c8038b5d167d,k-KNN,42f06669706df408c363c8038b5d167d,42f06669706df408c363c8038b5d167d,0.9025,3.367576675356028,cpu,1727381868.352829,1727381859.0988696,10.89779569,0.027244489225,cpu,1727381859.098777,1727381858.8852506,0.24193284,0.00024193284,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,42f06669706df408c363c8038b5d167d,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Sum,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
4d16777031ac5f1fc91677dbb5fa7ee6,train,deckard.base.experiment.Experiment,4d16777031ac5f1fc91677dbb5fa7ee6,SMS Spam,cpu,4d16777031ac5f1fc91677dbb5fa7ee6,4d16777031ac5f1fc91677dbb5fa7ee6,k-KNN,4d16777031ac5f1fc91677dbb5fa7ee6,4d16777031ac5f1fc91677dbb5fa7ee6,0.9125,3.0221709204647427,cpu,1727381890.1173432,1727381879.918331,11.89606686,0.02974016715,cpu,1727381879.9182415,1727381879.737604,0.20265602,0.00020265602,raw_data/sms-spam_undersampled_1450.csv,label,0,True,True,400,1000,deckard.base.files.FileConfig,data,84759bbc0a751407260b5bbe264d6d0c,.pkl,sms_spam,4d16777031ac5f1fc91677dbb5fa7ee6,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,0,True,True,400,1000,label,brute,Random,sms_spam/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
