,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.max_iter,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
10,train,deckard.base.experiment.Experiment,e6ec9b2b4d3198805ea9970d82912ee6,Truthseeker,cpu,e6ec9b2b4d3198805ea9970d82912ee6,e6ec9b2b4d3198805ea9970d82912ee6,k-KNN,e6ec9b2b4d3198805ea9970d82912ee6,e6ec9b2b4d3198805ea9970d82912ee6,0.5,17.269390196448917,cpu,1727376651.8913393,1727376625.911448,26.86200138,0.06715500345,cpu,1727376625.911357,1727376625.857,0.05423488,5.423488e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,e6ec9b2b4d3198805ea9970d82912ee6,predictions.json,reports/condense/knn/jaro_winkler/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/jaro_winkler/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,e6ec9b2b4d3198805ea9970d82912ee6,,
11,train,deckard.base.experiment.Experiment,c07e029621b0f95511fc6df054968e88,Truthseeker,cpu,c07e029621b0f95511fc6df054968e88,c07e029621b0f95511fc6df054968e88,k-KNN,c07e029621b0f95511fc6df054968e88,c07e029621b0f95511fc6df054968e88,0.5,17.269388197455342,cpu,1727376694.2779346,1727376668.7664468,26.11776718,0.06529441795,cpu,1727376668.7663531,1727376668.691767,0.07385183,7.385183e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,c07e029621b0f95511fc6df054968e88,predictions.json,reports/condense/knn/jaro_winkler/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Medoid,truthseeker/models/jaro_winkler/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,c07e029621b0f95511fc6df054968e88,,
12,train,deckard.base.experiment.Experiment,9dcc51bd1943ea00e0f9b47e63f25bb7,Truthseeker,cpu,9dcc51bd1943ea00e0f9b47e63f25bb7,9dcc51bd1943ea00e0f9b47e63f25bb7,k-KNN,9dcc51bd1943ea00e0f9b47e63f25bb7,9dcc51bd1943ea00e0f9b47e63f25bb7,0.49,17.614795951340206,cpu,1727376812.1689808,1727376785.860315,27.51540281,0.068788507025,cpu,1727376785.8602169,1727376785.8036842,0.05636139,5.636139e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,9dcc51bd1943ea00e0f9b47e63f25bb7,predictions.json,reports/condense/knn/jaro_winkler/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Sum,truthseeker/models/jaro_winkler/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,9dcc51bd1943ea00e0f9b47e63f25bb7,,
13,train,deckard.base.experiment.Experiment,9c6198d17b93b3aac4921f478f26e5cf,Truthseeker,cpu,9c6198d17b93b3aac4921f478f26e5cf,9c6198d17b93b3aac4921f478f26e5cf,k-KNN,9c6198d17b93b3aac4921f478f26e5cf,9c6198d17b93b3aac4921f478f26e5cf,0.5,17.269390196448917,cpu,1727376615.8777907,1727376588.6226263,28.19455142,0.07048637855,cpu,1727376588.6225178,1727376588.5588045,0.06329089,6.329089e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,9c6198d17b93b3aac4921f478f26e5cf,predictions.json,reports/condense/knn/jaro_winkler/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,SVC,truthseeker/models/jaro_winkler/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,9c6198d17b93b3aac4921f478f26e5cf,,
14,train,deckard.base.experiment.Experiment,45aa1c4cbcea52a3bc51e6217f62d55a,Truthseeker,cpu,45aa1c4cbcea52a3bc51e6217f62d55a,45aa1c4cbcea52a3bc51e6217f62d55a,k-KNN,45aa1c4cbcea52a3bc51e6217f62d55a,45aa1c4cbcea52a3bc51e6217f62d55a,0.5,17.269388197455342,cpu,1727376565.4596426,1727376541.9342766,24.39574699,0.060989367475,cpu,1727376541.9341831,1727376531.8304248,10.10171781,0.01010171781,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,45aa1c4cbcea52a3bc51e6217f62d55a,predictions.json,reports/condense/knn/jaro_winkler/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,KNN,truthseeker/models/jaro_winkler/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,45aa1c4cbcea52a3bc51e6217f62d55a,,
15,train,deckard.base.experiment.Experiment,30b43794cef54eca26b7198770baf514,Truthseeker,cpu,30b43794cef54eca26b7198770baf514,30b43794cef54eca26b7198770baf514,k-KNN,30b43794cef54eca26b7198770baf514,30b43794cef54eca26b7198770baf514,0.5025,17.183341105504386,cpu,1727376557.6846955,1727376531.946778,26.56358715,0.066408967875,cpu,1727376531.946688,1727376531.8914993,0.0545446,5.45446e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,30b43794cef54eca26b7198770baf514,predictions.json,reports/condense/knn/jaro_winkler/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/jaro_winkler/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,30b43794cef54eca26b7198770baf514,,
16,train,deckard.base.experiment.Experiment,1a209054ea46c9bdda10df25cb096c88,Truthseeker,cpu,1a209054ea46c9bdda10df25cb096c88,1a209054ea46c9bdda10df25cb096c88,k-KNN,1a209054ea46c9bdda10df25cb096c88,1a209054ea46c9bdda10df25cb096c88,0.5,17.269390196448917,cpu,1726257869.4145954,1726257839.706422,30.45796559,0.076144913975,cpu,1726257839.7056496,1726257800.322868,40.52465243,0.04052465243,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,1a209054ea46c9bdda10df25cb096c88,predictions.json,reports/condense/knn/jaro/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/jaro/symmetry_true/modified_true/1000-400-0.npz,3.0,1.0,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,1a209054ea46c9bdda10df25cb096c88,,
17,train,deckard.base.experiment.Experiment,fb34f0597398827e0343af6a138751d8,Truthseeker,cpu,fb34f0597398827e0343af6a138751d8,fb34f0597398827e0343af6a138751d8,k-KNN,fb34f0597398827e0343af6a138751d8,fb34f0597398827e0343af6a138751d8,0.515,16.751324542473863,cpu,1727376212.544553,1727376183.1710863,30.79243296,0.0769810824,cpu,1727376183.1709795,1727376183.0589476,0.06322092,6.322092e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,fb34f0597398827e0343af6a138751d8,predictions.json,reports/condense/knn/jaro/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,SVC,truthseeker/models/jaro/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,fb34f0597398827e0343af6a138751d8,,
18,train,deckard.base.experiment.Experiment,ea6368c4fb0fc0ba55a475628bd446cf,Truthseeker,cpu,ea6368c4fb0fc0ba55a475628bd446cf,ea6368c4fb0fc0ba55a475628bd446cf,k-KNN,ea6368c4fb0fc0ba55a475628bd446cf,ea6368c4fb0fc0ba55a475628bd446cf,0.5025,17.183041256468066,cpu,1727376389.0937262,1727376363.9324932,25.94355796,0.0648588949,cpu,1727376363.9323869,1727376363.85667,0.07552919,7.552919e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,ea6368c4fb0fc0ba55a475628bd446cf,predictions.json,reports/condense/knn/jaro/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Medoid,truthseeker/models/jaro/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,ea6368c4fb0fc0ba55a475628bd446cf,,
19,train,deckard.base.experiment.Experiment,dcd83d6a534133eacd7860f8861fb8b5,Truthseeker,cpu,dcd83d6a534133eacd7860f8861fb8b5,dcd83d6a534133eacd7860f8861fb8b5,k-KNN,dcd83d6a534133eacd7860f8861fb8b5,dcd83d6a534133eacd7860f8861fb8b5,0.5,17.269390196448917,cpu,1727376344.323597,1727376317.0300045,28.51893419,0.071297335475,cpu,1727376317.0299096,1727376316.9741616,0.05472243,5.472243e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,dcd83d6a534133eacd7860f8861fb8b5,predictions.json,reports/condense/knn/jaro/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/jaro/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,dcd83d6a534133eacd7860f8861fb8b5,,
20,train,deckard.base.experiment.Experiment,d6e79663318e84be9165d13aa65fadc5,Truthseeker,cpu,d6e79663318e84be9165d13aa65fadc5,d6e79663318e84be9165d13aa65fadc5,k-KNN,d6e79663318e84be9165d13aa65fadc5,d6e79663318e84be9165d13aa65fadc5,0.5,17.269390196448917,cpu,1727376210.007896,1727376183.1666095,27.6739256,0.069184814,cpu,1727376183.1665075,1727376183.0738783,0.05686484,5.686484e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,d6e79663318e84be9165d13aa65fadc5,predictions.json,reports/condense/knn/jaro/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/jaro/symmetry_true/modified_true/1000-400-0.npz,3.0,0.9,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,,d6e79663318e84be9165d13aa65fadc5,,
