,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
4233106809e1b4c0ec0a8c3ccc4ddf4d,train,deckard.base.experiment.Experiment,4233106809e1b4c0ec0a8c3ccc4ddf4d,SMS Spam,cpu,4233106809e1b4c0ec0a8c3ccc4ddf4d,4233106809e1b4c0ec0a8c3ccc4ddf4d,k-KNN,4233106809e1b4c0ec0a8c3ccc4ddf4d,4233106809e1b4c0ec0a8c3ccc4ddf4d,0.8825,4.058308225395581,cpu,1725803302.2646835,1725803276.0413396,34.72231201,0.086805780025,cpu,1725803276.0412502,1725803266.0544684,13.26821028,0.0442273676,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,400,300,deckard.base.files.FileConfig,data,18f01cf314d63cb13d9d0a48b5b7ba83,.pkl,sms_spam,4233106809e1b4c0ec0a8c3ccc4ddf4d,predictions.json,reports/modified//gzip_knn/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,400,300,label,brute,3,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
542386324a954ae4cd063b8791e026f5,train,deckard.base.experiment.Experiment,542386324a954ae4cd063b8791e026f5,SMS Spam,cpu,542386324a954ae4cd063b8791e026f5,542386324a954ae4cd063b8791e026f5,k-KNN,542386324a954ae4cd063b8791e026f5,542386324a954ae4cd063b8791e026f5,0.95,1.7269428177326858,cpu,1725803688.0348485,1725803664.6106722,25.86303139,0.064657578475,cpu,1725803664.6103687,1725803655.848727,9.74890435,0.0324963478333333,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,542386324a954ae4cd063b8791e026f5,predictions.json,reports/modified//gzip_knn/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,brute,5,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
55e44153e2dd656f7886d37ca93c5215,train,deckard.base.experiment.Experiment,55e44153e2dd656f7886d37ca93c5215,SMS Spam,cpu,55e44153e2dd656f7886d37ca93c5215,55e44153e2dd656f7886d37ca93c5215,k-KNN,55e44153e2dd656f7886d37ca93c5215,55e44153e2dd656f7886d37ca93c5215,0.3175,23.57288680297404,cpu,1725803768.0699997,1725803715.16826,54.02553179,0.135063829475,cpu,1725803715.1677756,1725803694.3968766,21.15485126,0.0705161708666666,raw_data/sms-spam_undersampled_1450.csv,label,3,True,True,400,300,deckard.base.files.FileConfig,data,051bceaf04e5cad08336d26ff61561d9,.pkl,sms_spam,55e44153e2dd656f7886d37ca93c5215,predictions.json,reports/modified//gzip_knn/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,3,True,True,400,300,label,brute,5,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
f67ef677b3634033533265c6ff88f812,train,deckard.base.experiment.Experiment,f67ef677b3634033533265c6ff88f812,SMS Spam,cpu,f67ef677b3634033533265c6ff88f812,f67ef677b3634033533265c6ff88f812,k-KNN,f67ef677b3634033533265c6ff88f812,f67ef677b3634033533265c6ff88f812,0.865,4.662782789158755,cpu,1725756926.49077,1725756913.158008,14.43160735,0.036079018375,cpu,1725756913.1578398,1725756912.6351156,0.54619929,0.0273099645,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,20,deckard.base.files.FileConfig,data,4928e5a89e93b23c526d92d7a1ec784f,.pkl,sms_spam,f67ef677b3634033533265c6ff88f812,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,20,label,brute,3,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e7edcd8299a925a782237040fc4218c1,train,deckard.base.experiment.Experiment,e7edcd8299a925a782237040fc4218c1,SMS Spam,cpu,e7edcd8299a925a782237040fc4218c1,e7edcd8299a925a782237040fc4218c1,k-KNN,e7edcd8299a925a782237040fc4218c1,e7edcd8299a925a782237040fc4218c1,0.1025,30.998949614153855,cpu,1725756828.2858694,1725756827.1066265,1.22072332,0.0030518083,cpu,1725756827.1063085,1725756827.0226748,0.08601289,0.0043006445,raw_data/sms-spam_undersampled_1450.csv,label,5,True,True,400,20,deckard.base.files.FileConfig,data,2de9edc8ee430ac17b7d063b749a1314,.pkl,sms_spam,e7edcd8299a925a782237040fc4218c1,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,5,True,True,400,20,label,brute,11,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e541599c95dc962305f6158c67d4820c,train,deckard.base.experiment.Experiment,e541599c95dc962305f6158c67d4820c,SMS Spam,cpu,e541599c95dc962305f6158c67d4820c,e541599c95dc962305f6158c67d4820c,k-KNN,e541599c95dc962305f6158c67d4820c,e541599c95dc962305f6158c67d4820c,0.68,11.05240844637142,cpu,1725756894.1575873,1725756892.4622507,1.8312325,0.00457808125,cpu,1725756892.4620974,1725756892.2953937,0.18464115,0.0092320575,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,20,deckard.base.files.FileConfig,data,4928e5a89e93b23c526d92d7a1ec784f,.pkl,sms_spam,e541599c95dc962305f6158c67d4820c,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,20,label,brute,1,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e2c793a9d2a7d39aae47dac86b53b15c,train,deckard.base.experiment.Experiment,e2c793a9d2a7d39aae47dac86b53b15c,SMS Spam,cpu,e2c793a9d2a7d39aae47dac86b53b15c,e2c793a9d2a7d39aae47dac86b53b15c,k-KNN,e2c793a9d2a7d39aae47dac86b53b15c,e2c793a9d2a7d39aae47dac86b53b15c,0.87,4.4901128951071065,cpu,1725756848.9790914,1725756835.8083906,14.14290979,0.035357274475,cpu,1725756835.8081937,1725756835.2847447,0.5453107,0.027265535,raw_data/sms-spam_undersampled_1450.csv,label,4,True,True,400,20,deckard.base.files.FileConfig,data,09667d4e93c64d4fbbc094a980cb6ed7,.pkl,sms_spam,e2c793a9d2a7d39aae47dac86b53b15c,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,4,True,True,400,20,label,brute,1,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c3d82816d31f0378922049fce425b146,train,deckard.base.experiment.Experiment,c3d82816d31f0378922049fce425b146,SMS Spam,cpu,c3d82816d31f0378922049fce425b146,c3d82816d31f0378922049fce425b146,k-KNN,c3d82816d31f0378922049fce425b146,c3d82816d31f0378922049fce425b146,0.74,8.980083861670353,cpu,1725757051.6002638,1725757049.7086692,2.47902273,0.006197556825,cpu,1725757049.7085593,1725757049.5459974,0.18707943,0.0093539715,raw_data/sms-spam_undersampled_1450.csv,label,1,True,True,400,20,deckard.base.files.FileConfig,data,a148f61e570d130c56f6110b7a231585,.pkl,sms_spam,c3d82816d31f0378922049fce425b146,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,1,True,True,400,20,label,brute,7,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c3f1be791b924aa1c8c95d49f989dcf7,train,deckard.base.experiment.Experiment,c3f1be791b924aa1c8c95d49f989dcf7,SMS Spam,cpu,c3f1be791b924aa1c8c95d49f989dcf7,c3f1be791b924aa1c8c95d49f989dcf7,k-KNN,c3f1be791b924aa1c8c95d49f989dcf7,c3f1be791b924aa1c8c95d49f989dcf7,0.8775,4.231006105357285,cpu,1725756894.3632078,1725756892.499581,2.06815758,0.00517039395,cpu,1725756892.4994483,1725756892.3183768,0.18623107,0.0093115535,raw_data/sms-spam_undersampled_1450.csv,label,5,True,True,400,20,deckard.base.files.FileConfig,data,2de9edc8ee430ac17b7d063b749a1314,.pkl,sms_spam,c3f1be791b924aa1c8c95d49f989dcf7,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,5,True,True,400,20,label,brute,5,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c4a142eb2cfcea08cd38f54726b21cf9,train,deckard.base.experiment.Experiment,c4a142eb2cfcea08cd38f54726b21cf9,SMS Spam,cpu,c4a142eb2cfcea08cd38f54726b21cf9,c4a142eb2cfcea08cd38f54726b21cf9,k-KNN,c4a142eb2cfcea08cd38f54726b21cf9,c4a142eb2cfcea08cd38f54726b21cf9,0.8575,4.921833607088462,cpu,1725756979.7566211,1725756977.970565,1.98628679,0.004965716975,cpu,1725756977.970251,1725756977.788089,0.18464187,0.0092320935,raw_data/sms-spam_undersampled_1450.csv,label,9,True,True,400,20,deckard.base.files.FileConfig,data,b11c63efc732cb85b03a1f21040d5a33,.pkl,sms_spam,c4a142eb2cfcea08cd38f54726b21cf9,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,9,True,True,400,20,label,brute,1,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c573bc485d5c5b122d784f98d7e973f5,train,deckard.base.experiment.Experiment,c573bc485d5c5b122d784f98d7e973f5,SMS Spam,cpu,c573bc485d5c5b122d784f98d7e973f5,c573bc485d5c5b122d784f98d7e973f5,k-KNN,c573bc485d5c5b122d784f98d7e973f5,c573bc485d5c5b122d784f98d7e973f5,0.745,8.80739397768295,cpu,1725756857.6909928,1725756855.6689017,2.59090957,0.006477273925,cpu,1725756855.668798,1725756855.48762,0.19379209,0.0096896045,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,400,20,deckard.base.files.FileConfig,data,bc92181278916e29d35a8a19d1038014,.pkl,sms_spam,c573bc485d5c5b122d784f98d7e973f5,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,400,20,label,brute,11,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c6064e7dbb627a88fb967a819e723ada,train,deckard.base.experiment.Experiment,c6064e7dbb627a88fb967a819e723ada,SMS Spam,cpu,c6064e7dbb627a88fb967a819e723ada,c6064e7dbb627a88fb967a819e723ada,k-KNN,c6064e7dbb627a88fb967a819e723ada,c6064e7dbb627a88fb967a819e723ada,0.6425,12.347640547090627,cpu,1725756942.425275,1725756941.2330916,1.23915868,0.0030978967,cpu,1725756941.2329552,1725756941.1192896,0.11602301,0.0058011505,raw_data/sms-spam_undersampled_1450.csv,label,5,True,True,400,20,deckard.base.files.FileConfig,data,2de9edc8ee430ac17b7d063b749a1314,.pkl,sms_spam,c6064e7dbb627a88fb967a819e723ada,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,5,True,True,400,20,label,brute,3,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c8fb6dd1250f49f1f3c6f462bdfdb4b1,train,deckard.base.experiment.Experiment,c8fb6dd1250f49f1f3c6f462bdfdb4b1,SMS Spam,cpu,c8fb6dd1250f49f1f3c6f462bdfdb4b1,c8fb6dd1250f49f1f3c6f462bdfdb4b1,k-KNN,c8fb6dd1250f49f1f3c6f462bdfdb4b1,c8fb6dd1250f49f1f3c6f462bdfdb4b1,0.8075,6.648714456020307,cpu,1725756894.2346876,1725756892.448597,1.96109659,0.004902741475,cpu,1725756892.448385,1725756892.2824044,0.1828586,0.00914293,raw_data/sms-spam_undersampled_1450.csv,label,5,True,True,400,20,deckard.base.files.FileConfig,data,2de9edc8ee430ac17b7d063b749a1314,.pkl,sms_spam,c8fb6dd1250f49f1f3c6f462bdfdb4b1,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,5,True,True,400,20,label,brute,1,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c98181d37ad1e608548c6a7a03539985,train,deckard.base.experiment.Experiment,c98181d37ad1e608548c6a7a03539985,SMS Spam,cpu,c98181d37ad1e608548c6a7a03539985,c98181d37ad1e608548c6a7a03539985,k-KNN,c98181d37ad1e608548c6a7a03539985,c98181d37ad1e608548c6a7a03539985,0.86,4.835454682203977,cpu,1725756997.9931006,1725756996.427083,1.70283951,0.004257098775,cpu,1725756996.4269478,1725756996.2545211,0.18919874,0.009459937,raw_data/sms-spam_undersampled_1450.csv,label,10,True,True,400,20,deckard.base.files.FileConfig,data,e9b166ec43c426924e31af9347f5c074,.pkl,sms_spam,c98181d37ad1e608548c6a7a03539985,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,10,True,True,400,20,label,brute,3,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
ca2612946003cf447b201de4b4847a69,train,deckard.base.experiment.Experiment,ca2612946003cf447b201de4b4847a69,SMS Spam,cpu,ca2612946003cf447b201de4b4847a69,ca2612946003cf447b201de4b4847a69,k-KNN,ca2612946003cf447b201de4b4847a69,ca2612946003cf447b201de4b4847a69,0.28,24.868106909731782,cpu,1725756968.9467075,1725756967.8161223,1.1479992,0.002869998,cpu,1725756967.8158286,1725756967.7174642,0.09964197,0.0049820985,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,20,deckard.base.files.FileConfig,data,2f532ede53858385093a7f7e6f66e597,.pkl,sms_spam,ca2612946003cf447b201de4b4847a69,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,20,label,brute,1,1,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
ca2cf9279d6675f476addb030db36bd4,train,deckard.base.experiment.Experiment,ca2cf9279d6675f476addb030db36bd4,SMS Spam,cpu,ca2cf9279d6675f476addb030db36bd4,ca2cf9279d6675f476addb030db36bd4,k-KNN,ca2cf9279d6675f476addb030db36bd4,ca2cf9279d6675f476addb030db36bd4,0.825,6.044395813756022,cpu,1725756849.1821034,1725756835.814669,14.53536034,0.03633840085,cpu,1725756835.8143053,1725756835.3012905,0.53322083,0.0266610415,raw_data/sms-spam_undersampled_1450.csv,label,10,True,True,400,20,deckard.base.files.FileConfig,data,e9b166ec43c426924e31af9347f5c074,.pkl,sms_spam,ca2cf9279d6675f476addb030db36bd4,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,10,True,True,400,20,label,brute,5,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
cae4798745c879e3848ae3ad33b5bb7c,train,deckard.base.experiment.Experiment,cae4798745c879e3848ae3ad33b5bb7c,SMS Spam,cpu,cae4798745c879e3848ae3ad33b5bb7c,cae4798745c879e3848ae3ad33b5bb7c,k-KNN,cae4798745c879e3848ae3ad33b5bb7c,cae4798745c879e3848ae3ad33b5bb7c,0.13,30.04905130455722,cpu,1725756896.1559262,1725756892.4779236,3.76200951,0.009405023775,cpu,1725756892.477607,1725756892.321361,0.15629675,0.0078148375,raw_data/sms-spam_undersampled_1450.csv,label,8,True,True,400,20,deckard.base.files.FileConfig,data,06a44bf53752e092e95057c208d8f46a,.pkl,sms_spam,cae4798745c879e3848ae3ad33b5bb7c,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,8,True,True,400,20,label,brute,11,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
cbbe702f6ef44835e18c48091b1f4dab,train,deckard.base.experiment.Experiment,cbbe702f6ef44835e18c48091b1f4dab,SMS Spam,cpu,cbbe702f6ef44835e18c48091b1f4dab,cbbe702f6ef44835e18c48091b1f4dab,k-KNN,cbbe702f6ef44835e18c48091b1f4dab,cbbe702f6ef44835e18c48091b1f4dab,0.67,11.397808204281976,cpu,1725756979.0678408,1725756977.8995895,1.1965557,0.00299138925,cpu,1725756977.8994763,1725756977.7905858,0.10270738,0.005135369,raw_data/sms-spam_undersampled_1450.csv,label,8,True,True,400,20,deckard.base.files.FileConfig,data,06a44bf53752e092e95057c208d8f46a,.pkl,sms_spam,cbbe702f6ef44835e18c48091b1f4dab,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,8,True,True,400,20,label,brute,7,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d364560138d3bdc59392cf15576e6dba,train,deckard.base.experiment.Experiment,d364560138d3bdc59392cf15576e6dba,SMS Spam,cpu,d364560138d3bdc59392cf15576e6dba,d364560138d3bdc59392cf15576e6dba,k-KNN,d364560138d3bdc59392cf15576e6dba,d364560138d3bdc59392cf15576e6dba,0.2125,27.19953428619552,cpu,1725756886.1021645,1725756882.5521278,3.61523113,0.009038077825,cpu,1725756882.552012,1725756882.3764195,0.17201147,0.0086005735,raw_data/sms-spam_undersampled_1450.csv,label,8,True,True,400,20,deckard.base.files.FileConfig,data,06a44bf53752e092e95057c208d8f46a,.pkl,sms_spam,d364560138d3bdc59392cf15576e6dba,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,8,True,True,400,20,label,brute,5,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d5a8031353b81049fafdc824813e6817,train,deckard.base.experiment.Experiment,d5a8031353b81049fafdc824813e6817,SMS Spam,cpu,d5a8031353b81049fafdc824813e6817,d5a8031353b81049fafdc824813e6817,k-KNN,d5a8031353b81049fafdc824813e6817,d5a8031353b81049fafdc824813e6817,0.475,18.13288359424459,cpu,1725756997.4822514,1725756996.3483407,1.16804985,0.002920124625,cpu,1725756996.3481956,1725756996.252703,0.09787565,0.0048937825,raw_data/sms-spam_undersampled_1450.csv,label,10,True,True,400,20,deckard.base.files.FileConfig,data,e9b166ec43c426924e31af9347f5c074,.pkl,sms_spam,d5a8031353b81049fafdc824813e6817,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,10,True,True,400,20,label,brute,1,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d73f565cd0602d40d26a292b25df9838,train,deckard.base.experiment.Experiment,d73f565cd0602d40d26a292b25df9838,SMS Spam,cpu,d73f565cd0602d40d26a292b25df9838,d73f565cd0602d40d26a292b25df9838,k-KNN,d73f565cd0602d40d26a292b25df9838,d73f565cd0602d40d26a292b25df9838,0.8375,5.61262512693528,cpu,1725756906.2860212,1725756892.8802376,14.55909361,0.036397734025,cpu,1725756892.880089,1725756892.3409028,0.55769696,0.027884848,raw_data/sms-spam_undersampled_1450.csv,label,1,True,True,400,20,deckard.base.files.FileConfig,data,a148f61e570d130c56f6110b7a231585,.pkl,sms_spam,d73f565cd0602d40d26a292b25df9838,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,1,True,True,400,20,label,brute,11,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d7a80dfd5b29b6dcc1e2b03bfd645d02,train,deckard.base.experiment.Experiment,d7a80dfd5b29b6dcc1e2b03bfd645d02,SMS Spam,cpu,d7a80dfd5b29b6dcc1e2b03bfd645d02,d7a80dfd5b29b6dcc1e2b03bfd645d02,k-KNN,d7a80dfd5b29b6dcc1e2b03bfd645d02,d7a80dfd5b29b6dcc1e2b03bfd645d02,0.915,2.935825978471041,cpu,1725756934.6554334,1725756932.8967416,1.95585832,0.0048896458,cpu,1725756932.8966131,1725756932.7114406,0.18800403,0.0094002015,raw_data/sms-spam_undersampled_1450.csv,label,8,True,True,400,20,deckard.base.files.FileConfig,data,06a44bf53752e092e95057c208d8f46a,.pkl,sms_spam,d7a80dfd5b29b6dcc1e2b03bfd645d02,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,8,True,True,400,20,label,brute,11,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
deca860e1f91b226110174d562952dfd,train,deckard.base.experiment.Experiment,deca860e1f91b226110174d562952dfd,SMS Spam,cpu,deca860e1f91b226110174d562952dfd,deca860e1f91b226110174d562952dfd,k-KNN,deca860e1f91b226110174d562952dfd,deca860e1f91b226110174d562952dfd,0.1875,28.06306966285628,cpu,1725756856.7790997,1725756855.5925322,1.23343887,0.003083597175,cpu,1725756855.5922315,1725756855.4988315,0.0955828,0.00477914,raw_data/sms-spam_undersampled_1450.csv,label,5,True,True,400,20,deckard.base.files.FileConfig,data,2de9edc8ee430ac17b7d063b749a1314,.pkl,sms_spam,deca860e1f91b226110174d562952dfd,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,5,True,True,400,20,label,brute,3,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e0bd773446869d8413e887250f631b2f,train,deckard.base.experiment.Experiment,e0bd773446869d8413e887250f631b2f,SMS Spam,cpu,e0bd773446869d8413e887250f631b2f,e0bd773446869d8413e887250f631b2f,k-KNN,e0bd773446869d8413e887250f631b2f,e0bd773446869d8413e887250f631b2f,0.3775,21.50049625148497,cpu,1725756933.8559902,1725756932.7520945,1.13126416,0.0028281604,cpu,1725756932.7515829,1725756932.6646624,0.0905274,0.00452637,raw_data/sms-spam_undersampled_1450.csv,label,10,True,True,400,20,deckard.base.files.FileConfig,data,e9b166ec43c426924e31af9347f5c074,.pkl,sms_spam,e0bd773446869d8413e887250f631b2f,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,10,True,True,400,20,label,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e13dddad680a82c10256770b4105cc48,train,deckard.base.experiment.Experiment,e13dddad680a82c10256770b4105cc48,SMS Spam,cpu,e13dddad680a82c10256770b4105cc48,e13dddad680a82c10256770b4105cc48,k-KNN,e13dddad680a82c10256770b4105cc48,e13dddad680a82c10256770b4105cc48,0.2275,26.681452640271864,cpu,1725756997.5250614,1725756996.4052265,1.14276547,0.002856913675,cpu,1725756996.4051015,1725756996.2945745,0.10411429,0.0052057145,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,20,deckard.base.files.FileConfig,data,4928e5a89e93b23c526d92d7a1ec784f,.pkl,sms_spam,e13dddad680a82c10256770b4105cc48,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,20,label,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e1b0078fd8c10d63c840b9c1b431351d,train,deckard.base.experiment.Experiment,e1b0078fd8c10d63c840b9c1b431351d,SMS Spam,cpu,e1b0078fd8c10d63c840b9c1b431351d,e1b0078fd8c10d63c840b9c1b431351d,k-KNN,e1b0078fd8c10d63c840b9c1b431351d,e1b0078fd8c10d63c840b9c1b431351d,0.7075,10.102648067331488,cpu,1725756874.875291,1725756873.763025,1.15671648,0.0028917912,cpu,1725756873.7627146,1725756873.6818469,0.08290753,0.0041453765,raw_data/sms-spam_undersampled_1450.csv,label,1,True,True,400,20,deckard.base.files.FileConfig,data,a148f61e570d130c56f6110b7a231585,.pkl,sms_spam,e1b0078fd8c10d63c840b9c1b431351d,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,1,True,True,400,20,label,brute,1,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
