,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.gamma,model.init.kernel,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
ad93bee9e9d1ec854a5d042d5d553e6b,train,deckard.base.experiment.Experiment,ad93bee9e9d1ec854a5d042d5d553e6b,SMS Spam,cpu,ad93bee9e9d1ec854a5d042d5d553e6b,ad93bee9e9d1ec854a5d042d5d553e6b,k-SVC,ad93bee9e9d1ec854a5d042d5d553e6b,ad93bee9e9d1ec854a5d042d5d553e6b,0.95,1.7269588096812896,cpu,1725805002.0425768,1725804977.2655458,27.55229434,0.06888073585,cpu,1725804977.265382,1725804967.9103336,10.43114658,0.0347704886,raw_data/sms-spam_undersampled_1450.csv,label,8,True,True,400,300,deckard.base.files.FileConfig,data,99d9b73cc768db58a6321efea86779d8,.pkl,sms_spam,ad93bee9e9d1ec854a5d042d5d553e6b,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,8,True,True,400,300,label,254.8800178998517,,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
a96f261f137e954b7282645df1806e2a,train,deckard.base.experiment.Experiment,a96f261f137e954b7282645df1806e2a,SMS Spam,cpu,a96f261f137e954b7282645df1806e2a,a96f261f137e954b7282645df1806e2a,k-SVC,a96f261f137e954b7282645df1806e2a,a96f261f137e954b7282645df1806e2a,0.965,1.208867168789752,cpu,1725805352.5538306,1725805329.5366318,24.85974481,0.062149362025,cpu,1725805329.5364487,1725805320.44077,9.83229465,0.0327743155,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,a96f261f137e954b7282645df1806e2a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,709.6672625480944,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
a800c8c7206a1112a23839d321464449,train,deckard.base.experiment.Experiment,a800c8c7206a1112a23839d321464449,SMS Spam,cpu,a800c8c7206a1112a23839d321464449,a800c8c7206a1112a23839d321464449,k-SVC,a800c8c7206a1112a23839d321464449,a800c8c7206a1112a23839d321464449,0.965,1.208867168789752,cpu,1725805351.943421,1725805329.572569,24.2238136,0.060559534,cpu,1725805329.5724175,1725805320.4442234,9.86777917,0.0328925972333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,a800c8c7206a1112a23839d321464449,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,746.9663042648554,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
a51c9d6580de1bdfe28eb7aaea8c9097,train,deckard.base.experiment.Experiment,a51c9d6580de1bdfe28eb7aaea8c9097,SMS Spam,cpu,a51c9d6580de1bdfe28eb7aaea8c9097,a51c9d6580de1bdfe28eb7aaea8c9097,k-SVC,a51c9d6580de1bdfe28eb7aaea8c9097,a51c9d6580de1bdfe28eb7aaea8c9097,0.965,1.208867168789752,cpu,1725805242.7211769,1725805219.5433924,25.03974264,0.0625993566,cpu,1725805219.5432117,1725805210.6380177,9.57880448,0.0319293482666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,a51c9d6580de1bdfe28eb7aaea8c9097,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,942.6491292245328,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c1b1edb2a7ab3b83cee9cdcee21e0f68,train,deckard.base.experiment.Experiment,c1b1edb2a7ab3b83cee9cdcee21e0f68,SMS Spam,cpu,c1b1edb2a7ab3b83cee9cdcee21e0f68,c1b1edb2a7ab3b83cee9cdcee21e0f68,k-SVC,c1b1edb2a7ab3b83cee9cdcee21e0f68,c1b1edb2a7ab3b83cee9cdcee21e0f68,0.965,1.208867168789752,cpu,1725805203.4500265,1725805180.2603788,25.07208778,0.06268021945,cpu,1725805180.2600465,1725805171.3431242,9.62743351,0.0320914450333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,c1b1edb2a7ab3b83cee9cdcee21e0f68,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,760.9229491498216,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
a48541285bf3abcd41af27417ad93702,train,deckard.base.experiment.Experiment,a48541285bf3abcd41af27417ad93702,SMS Spam,cpu,a48541285bf3abcd41af27417ad93702,a48541285bf3abcd41af27417ad93702,k-SVC,a48541285bf3abcd41af27417ad93702,a48541285bf3abcd41af27417ad93702,0.9525,1.6406018737261354,cpu,1725805084.5289342,1725805060.8549302,25.59686762,0.06399216905,cpu,1725805060.8548508,1725805051.6083906,10.01997174,0.0333999058,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,400,300,deckard.base.files.FileConfig,data,18f01cf314d63cb13d9d0a48b5b7ba83,.pkl,sms_spam,a48541285bf3abcd41af27417ad93702,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,400,300,label,428.0555713208029,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
9cbac82f418a5ac91f9e63793b970c8c,train,deckard.base.experiment.Experiment,9cbac82f418a5ac91f9e63793b970c8c,SMS Spam,cpu,9cbac82f418a5ac91f9e63793b970c8c,9cbac82f418a5ac91f9e63793b970c8c,k-SVC,9cbac82f418a5ac91f9e63793b970c8c,9cbac82f418a5ac91f9e63793b970c8c,0.965,1.208867168789752,cpu,1725805351.947131,1725805329.5663948,24.17856261,0.060446406525,cpu,1725805329.5660768,1725805320.4350934,9.85128705,0.0328376235,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,9cbac82f418a5ac91f9e63793b970c8c,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,736.0059881958327,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
9b11f18e65d49052b2b45a52ec10fee6,train,deckard.base.experiment.Experiment,9b11f18e65d49052b2b45a52ec10fee6,SMS Spam,cpu,9b11f18e65d49052b2b45a52ec10fee6,9b11f18e65d49052b2b45a52ec10fee6,k-SVC,9b11f18e65d49052b2b45a52ec10fee6,9b11f18e65d49052b2b45a52ec10fee6,0.965,1.208867168789752,cpu,1725805124.3752098,1725805102.081515,24.05165843,0.060129146075,cpu,1725805102.081197,1725805093.1601672,9.6464572,0.0321548573333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,9b11f18e65d49052b2b45a52ec10fee6,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,879.7408211909825,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
9a978efe8164773775005baac5c55513,train,deckard.base.experiment.Experiment,9a978efe8164773775005baac5c55513,SMS Spam,cpu,9a978efe8164773775005baac5c55513,9a978efe8164773775005baac5c55513,k-SVC,9a978efe8164773775005baac5c55513,9a978efe8164773775005baac5c55513,0.9625,1.2952161087706042,cpu,1725805526.6528294,1725805503.5555253,24.95122917,0.062378072925,cpu,1725805503.5553138,1725805494.4128346,9.83992474,0.0327997491333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,9a978efe8164773775005baac5c55513,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,577.7308484496382,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
9a07c7e58446014f1ab50800e8466aed,train,deckard.base.experiment.Experiment,9a07c7e58446014f1ab50800e8466aed,SMS Spam,cpu,9a07c7e58446014f1ab50800e8466aed,9a07c7e58446014f1ab50800e8466aed,k-SVC,9a07c7e58446014f1ab50800e8466aed,9a07c7e58446014f1ab50800e8466aed,0.965,1.208867168789752,cpu,1725805242.5564983,1725805219.824745,24.58815175,0.061470379375,cpu,1725805219.824614,1725805210.6384263,9.96947044,0.0332315681333333,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,9a07c7e58446014f1ab50800e8466aed,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,929.988069419297,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
99292d6fa72ce9fd38ec0270a20f2943,train,deckard.base.experiment.Experiment,99292d6fa72ce9fd38ec0270a20f2943,SMS Spam,cpu,99292d6fa72ce9fd38ec0270a20f2943,99292d6fa72ce9fd38ec0270a20f2943,k-SVC,99292d6fa72ce9fd38ec0270a20f2943,99292d6fa72ce9fd38ec0270a20f2943,0.965,1.208867168789752,cpu,1725805124.2195272,1725805101.83924,24.1993959,0.06049848975,cpu,1725805101.8391557,1725805093.1781118,9.35032718,0.0311677572666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,99292d6fa72ce9fd38ec0270a20f2943,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,926.4651613219818,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
989a3ee915f110edb74d3a5692a0ef3f,train,deckard.base.experiment.Experiment,989a3ee915f110edb74d3a5692a0ef3f,SMS Spam,cpu,989a3ee915f110edb74d3a5692a0ef3f,989a3ee915f110edb74d3a5692a0ef3f,k-SVC,989a3ee915f110edb74d3a5692a0ef3f,989a3ee915f110edb74d3a5692a0ef3f,0.9625,1.2952121107834536,cpu,1725805086.717371,1725805061.40117,28.06107781,0.070152694525,cpu,1725805061.4008577,1725805051.608266,10.82641139,0.0360880379666666,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,989a3ee915f110edb74d3a5692a0ef3f,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,673.1171284953724,,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
94372659765a47b746410f99ee6682a9,train,deckard.base.experiment.Experiment,94372659765a47b746410f99ee6682a9,SMS Spam,cpu,94372659765a47b746410f99ee6682a9,94372659765a47b746410f99ee6682a9,k-SVC,94372659765a47b746410f99ee6682a9,94372659765a47b746410f99ee6682a9,0.965,1.208867168789752,cpu,1725805352.3643308,1725805329.5999584,24.63024251,0.061575606275,cpu,1725805329.5997963,1725805320.450174,9.86179317,0.0328726439,raw_data/sms-spam_undersampled_1450.csv,label,7,True,True,400,300,deckard.base.files.FileConfig,data,b6d4bb5b4ef9f1d0476d34b26299cde9,.pkl,sms_spam,94372659765a47b746410f99ee6682a9,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,7,True,True,400,300,label,683.0430631222245,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
90d7b171a712e77c78f0a2fa5d935d5a,train,deckard.base.experiment.Experiment,90d7b171a712e77c78f0a2fa5d935d5a,SMS Spam,cpu,90d7b171a712e77c78f0a2fa5d935d5a,90d7b171a712e77c78f0a2fa5d935d5a,k-SVC,90d7b171a712e77c78f0a2fa5d935d5a,90d7b171a712e77c78f0a2fa5d935d5a,0.9575,1.4679059927580067,cpu,1725805044.3508806,1725805019.546208,27.51995571,0.068799889275,cpu,1725805019.545881,1725805009.789897,10.79056963,0.0359685654333333,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,400,300,deckard.base.files.FileConfig,data,18f01cf314d63cb13d9d0a48b5b7ba83,.pkl,sms_spam,90d7b171a712e77c78f0a2fa5d935d5a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,400,300,label,310.15236647829613,,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
