,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
a2367ea6bd420e637968cd1ef1b46ec5,train,deckard.base.experiment.Experiment,a2367ea6bd420e637968cd1ef1b46ec5,SMS Spam,cpu,a2367ea6bd420e637968cd1ef1b46ec5,a2367ea6bd420e637968cd1ef1b46ec5,k-Logistic,a2367ea6bd420e637968cd1ef1b46ec5,a2367ea6bd420e637968cd1ef1b46ec5,0.9575,1.4678979967837045,cpu,1725804660.3980882,1725804604.8568218,56.49926157,0.141248153925,cpu,1725804604.8567247,1725804582.821577,22.42740519,0.0747580173,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,a2367ea6bd420e637968cd1ef1b46ec5,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,599.1152086223657,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001379422877899,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
9e572174164e7f41dc1083a99def9ccf,train,deckard.base.experiment.Experiment,9e572174164e7f41dc1083a99def9ccf,SMS Spam,cpu,9e572174164e7f41dc1083a99def9ccf,9e572174164e7f41dc1083a99def9ccf,k-Logistic,9e572174164e7f41dc1083a99def9ccf,9e572174164e7f41dc1083a99def9ccf,0.9525,1.6406098697004377,cpu,1725804042.5544243,1725804019.316532,25.78310862,0.06445777155,cpu,1725804019.3164542,1725804009.0652306,11.29651029,0.0376550343,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,9e572174164e7f41dc1083a99def9ccf,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,862.4444832157426,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001739808307568,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
9c01f8e3fd9baa4c30fbb820ab36046a,train,deckard.base.experiment.Experiment,9c01f8e3fd9baa4c30fbb820ab36046a,SMS Spam,cpu,9c01f8e3fd9baa4c30fbb820ab36046a,9c01f8e3fd9baa4c30fbb820ab36046a,k-Logistic,9c01f8e3fd9baa4c30fbb820ab36046a,9c01f8e3fd9baa4c30fbb820ab36046a,0.9625,1.2952161087706042,cpu,1725804939.8283722,1725804916.87388,24.71180361,0.061779509025,cpu,1725804916.873798,1725804906.9847603,10.62041112,0.0354013704,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,9c01f8e3fd9baa4c30fbb820ab36046a,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,993.5460231402448,balanced,False,1,1000,ZSTD,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,6.606544166165751e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
983c3aa7d0307656c93d665c866b9199,train,deckard.base.experiment.Experiment,983c3aa7d0307656c93d665c866b9199,SMS Spam,cpu,983c3aa7d0307656c93d665c866b9199,983c3aa7d0307656c93d665c866b9199,k-Logistic,983c3aa7d0307656c93d665c866b9199,983c3aa7d0307656c93d665c866b9199,0.955,1.5542569317324342,cpu,1725803914.9688003,1725803890.99966,26.59222816,0.0664805704,cpu,1725803890.9995675,1725803880.3600495,11.71566701,0.0390522233666666,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,400,300,deckard.base.files.FileConfig,data,18f01cf314d63cb13d9d0a48b5b7ba83,.pkl,sms_spam,983c3aa7d0307656c93d665c866b9199,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,400,300,label,999.3385574122294,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.147001853986329e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b498b5ceef65c3d7d4b67e84e761cce5,train,deckard.base.experiment.Experiment,b498b5ceef65c3d7d4b67e84e761cce5,SMS Spam,cpu,b498b5ceef65c3d7d4b67e84e761cce5,b498b5ceef65c3d7d4b67e84e761cce5,k-Logistic,b498b5ceef65c3d7d4b67e84e761cce5,b498b5ceef65c3d7d4b67e84e761cce5,0.9625,1.2952161087706042,cpu,1725804938.9853592,1725804916.783623,23.94710043,0.059867751075,cpu,1725804916.783533,1725804906.969338,10.54060743,0.0351353581,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,b498b5ceef65c3d7d4b67e84e761cce5,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,993.2769521445596,balanced,False,1,1000,ZSTD,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,5.059832595226625e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
92aff0eefad29dc36484bd7e3239be26,train,deckard.base.experiment.Experiment,92aff0eefad29dc36484bd7e3239be26,SMS Spam,cpu,92aff0eefad29dc36484bd7e3239be26,92aff0eefad29dc36484bd7e3239be26,k-Logistic,92aff0eefad29dc36484bd7e3239be26,92aff0eefad29dc36484bd7e3239be26,0.9225,2.6767631665798803,cpu,1725804330.6461282,1725804275.4821,56.15648304,0.1403912076,cpu,1725804275.482018,1725804254.038674,21.82362579,0.0727454193,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,400,300,deckard.base.files.FileConfig,data,18f01cf314d63cb13d9d0a48b5b7ba83,.pkl,sms_spam,92aff0eefad29dc36484bd7e3239be26,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,400,300,label,665.9677032810085,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.420703081911366e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
9228bcd3b23b6c4802c61e0193ba6004,train,deckard.base.experiment.Experiment,9228bcd3b23b6c4802c61e0193ba6004,SMS Spam,cpu,9228bcd3b23b6c4802c61e0193ba6004,9228bcd3b23b6c4802c61e0193ba6004,k-Logistic,9228bcd3b23b6c4802c61e0193ba6004,9228bcd3b23b6c4802c61e0193ba6004,0.9525,1.6406098697004377,cpu,1725803956.7937667,1725803932.9946215,26.44043991,0.066101099775,cpu,1725803932.9945347,1725803922.690417,11.37125151,0.0379041717,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,9228bcd3b23b6c4802c61e0193ba6004,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,891.0927282748868,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001056276723361,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
912d97d82e6d6e26c9a8d6b8a67d621d,train,deckard.base.experiment.Experiment,912d97d82e6d6e26c9a8d6b8a67d621d,SMS Spam,cpu,912d97d82e6d6e26c9a8d6b8a67d621d,912d97d82e6d6e26c9a8d6b8a67d621d,k-Logistic,912d97d82e6d6e26c9a8d6b8a67d621d,912d97d82e6d6e26c9a8d6b8a67d621d,0.955,1.554254932738859,cpu,1725804034.8807356,1725804016.84112,18.57902072,0.0464475518,cpu,1725804016.841044,1725804009.0654502,8.03330679,0.0267776893,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,912d97d82e6d6e26c9a8d6b8a67d621d,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,954.837265709694,balanced,False,1,1000,Jaro,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001088968366312,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
9082ad3775bbf58fc0bccc810897e9a8,train,deckard.base.experiment.Experiment,9082ad3775bbf58fc0bccc810897e9a8,SMS Spam,cpu,9082ad3775bbf58fc0bccc810897e9a8,9082ad3775bbf58fc0bccc810897e9a8,k-Logistic,9082ad3775bbf58fc0bccc810897e9a8,9082ad3775bbf58fc0bccc810897e9a8,0.9575,1.4678979967837045,cpu,1725804579.9288027,1725804524.0452557,56.82764425,0.142069110625,cpu,1725804524.0451777,1725804502.099016,22.35763227,0.0745254409,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,9082ad3775bbf58fc0bccc810897e9a8,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,698.2168753262672,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,9.678983590130324e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
8f6da6534abd474c0fd7b731d609ffbc,train,deckard.base.experiment.Experiment,8f6da6534abd474c0fd7b731d609ffbc,SMS Spam,cpu,8f6da6534abd474c0fd7b731d609ffbc,8f6da6534abd474c0fd7b731d609ffbc,k-Logistic,8f6da6534abd474c0fd7b731d609ffbc,8f6da6534abd474c0fd7b731d609ffbc,0.9625,1.2952161087706042,cpu,1725804939.366933,1725804916.8693085,24.35095505,0.060877387625,cpu,1725804916.8692205,1725804906.994773,10.62960834,0.0354320278,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,8f6da6534abd474c0fd7b731d609ffbc,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,756.8819274042794,balanced,False,1,1000,ZSTD,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.607500275643445e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
8b7c3ed805924ab973fb55c0c0669cd4,train,deckard.base.experiment.Experiment,8b7c3ed805924ab973fb55c0c0669cd4,SMS Spam,cpu,8b7c3ed805924ab973fb55c0c0669cd4,8b7c3ed805924ab973fb55c0c0669cd4,k-Logistic,8b7c3ed805924ab973fb55c0c0669cd4,8b7c3ed805924ab973fb55c0c0669cd4,0.9575,1.4678979967837045,cpu,1725804579.4479375,1725804524.352869,56.04662812,0.1401165703,cpu,1725804524.3527648,1725804502.1087248,22.65165978,0.0755055326,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,8b7c3ed805924ab973fb55c0c0669cd4,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,680.1612627967816,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001049307885396,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
8878c7f914a49e63c7b0c42484b79837,train,deckard.base.experiment.Experiment,8878c7f914a49e63c7b0c42484b79837,SMS Spam,cpu,8878c7f914a49e63c7b0c42484b79837,8878c7f914a49e63c7b0c42484b79837,k-Logistic,8878c7f914a49e63c7b0c42484b79837,8878c7f914a49e63c7b0c42484b79837,0.9225,2.6767631665798803,cpu,1725804329.8536215,1725804275.572693,55.20516823,0.138012920575,cpu,1725804275.5725873,1725804254.0544848,21.90890517,0.0730296839,raw_data/sms-spam_undersampled_1450.csv,label,2,True,True,400,300,deckard.base.files.FileConfig,data,18f01cf314d63cb13d9d0a48b5b7ba83,.pkl,sms_spam,8878c7f914a49e63c7b0c42484b79837,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,2,True,True,400,300,label,722.6313669679084,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,9.1916740396434e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
87e94beffc812632c3e81601877fb6f6,train,deckard.base.experiment.Experiment,87e94beffc812632c3e81601877fb6f6,SMS Spam,cpu,87e94beffc812632c3e81601877fb6f6,87e94beffc812632c3e81601877fb6f6,k-Logistic,87e94beffc812632c3e81601877fb6f6,87e94beffc812632c3e81601877fb6f6,0.9625,1.2952161087706042,cpu,1725804858.478084,1725804835.8490236,24.39105,0.060977625,cpu,1725804835.848939,1725804826.2023137,10.35003401,0.0345001133666666,raw_data/sms-spam_undersampled_1450.csv,label,6,True,True,400,300,deckard.base.files.FileConfig,data,e235e10cd024497304466dabbd3bab66,.pkl,sms_spam,87e94beffc812632c3e81601877fb6f6,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/sms-spam_undersampled_1450.csv,6,True,True,400,300,label,871.5337443263861,balanced,False,1,1000,ZSTD,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.806756269314789e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
